ReviewID,EventID,StaffID,ReviewDate,Comment,Recommendation,Outcome
390,5231,28,2019-11-01,Requires monitoring.,Safety coaching,Closed
391,4953,7,2019-11-06,Supervisor notified.,Formal coaching,Coaching Required
392,2129,17,2019-11-12,Unsafe behaviour identified.,Safety coaching,Closed
393,1646,38,2019-11-14,Unsafe behaviour identified.,Extra monitoring,Closed
394,438,13,2019-11-14,Driver notified.,Extra monitoring,Closed
395,4574,13,2019-11-16,Immediate action required.,Formal coaching,Coaching Required
396,5230,27,2019-11-19,Unsafe behaviour identified.,Extra monitoring,Closed
397,3001,7,2019-11-19,Low risk behaviour.,Driver reminder,Closed
398,2275,17,2019-11-24,Requires monitoring.,Safety coaching,Closed
399,903,5,2019-11-29,Supervisor notified.,Driver assessment,Under Review
400,3761,27,2019-11-30,Requires monitoring.,Safety coaching,Closed
401,3660,27,2019-12-05,Requires monitoring.,Extra monitoring,Warning Issued
402,3664,5,2019-12-06,Driver notified.,Safety coaching,Warning Issued
403,314,28,2019-12-14,Serious safety concern.,Formal coaching,Coaching Required
404,2273,38,2019-12-12,Immediate action required.,Driver assessment,Under Review
405,1031,28,2019-12-19,Unsafe behaviour identified.,Safety coaching,Closed
406,2556,5,2019-12-23,Low risk behaviour.,Continue monitoring,Closed
407,310,40,2019-12-22,Minor issue observed.,Driver reminder,Closed
408,1269,28,2019-12-22,Serious safety concern.,Formal coaching,Coaching Required
409,4822,13,2019-12-29,Driver notified.,Safety coaching,Warning Issued
410,633,16,2019-12-31,Unsafe behaviour identified.,Safety coaching,Warning Issued
411,2130,20,2020-01-04,Supervisor notified.,Formal coaching,Under Review
412,313,20,2020-01-06,Driver notified.,Extra monitoring,Warning Issued
413,630,16,2020-01-08,Unsafe behaviour identified.,Safety coaching,Closed
414,4061,27,2020-01-14,Serious safety concern.,Driver assessment,Under Review
415,2131,28,2020-01-18,Unsafe behaviour identified.,Safety coaching,Warning Issued
416,1960,16,2020-01-16,Driver reminded.,Continue monitoring,Closed
417,3662,17,2020-01-22,Requires monitoring.,Safety coaching,Closed
418,4461,38,2020-01-22,Requires monitoring.,Extra monitoring,Warning Issued
419,3373,13,2020-01-20,Requires monitoring.,Extra monitoring,Closed
420,5296,28,2020-01-22,Minor issue observed.,Continue monitoring,Closed
421,2128,20,2020-01-24,Unsafe behaviour identified.,Extra monitoring,Closed
422,3782,38,2020-01-25,Low risk behaviour.,Driver reminder,Closed
423,3047,28,2020-02-07,Requires monitoring.,Extra monitoring,Closed
424,148,40,2020-02-09,Driver notified.,Extra monitoring,Warning Issued
425,358,28,2020-02-12,Unsafe behaviour identified.,Safety coaching,Closed
426,2364,13,2020-02-09,Unsafe behaviour identified.,Extra monitoring,Closed
427,3592,7,2020-02-13,Driver notified.,Extra monitoring,Closed
428,2919,27,2020-02-19,Supervisor notified.,Driver assessment,Coaching Required
429,1030,38,2020-02-17,Serious safety concern.,Formal coaching,Coaching Required
430,1886,27,2020-02-22,Driver notified.,Extra monitoring,Warning Issued
431,5491,5,2020-02-18,Driver notified.,Safety coaching,Closed
432,3583,20,2020-02-24,Supervisor notified.,Driver assessment,Coaching Required
433,950,17,2020-02-22,Driver notified.,Extra monitoring,Warning Issued
434,1413,27,2020-02-21,Minor issue observed.,Driver reminder,Closed
435,1727,16,2020-02-26,Unsafe behaviour identified.,Extra monitoring,Warning Issued
436,1724,17,2020-02-28,Unsafe behaviour identified.,Extra monitoring,Warning Issued
437,4156,40,2020-02-29,Immediate action required.,Formal coaching,Under Review
438,5116,7,2020-03-01,Driver notified.,Safety coaching,Closed
439,4153,40,2020-03-02,Driver notified.,Safety coaching,Closed
440,3771,38,2020-03-06,Unsafe behaviour identified.,Safety coaching,Warning Issued
441,1806,7,2020-03-02,Low risk behaviour.,Continue monitoring,Closed
442,1779,40,2020-03-14,Serious safety concern.,Driver assessment,Coaching Required
443,4878,7,2020-03-17,Requires monitoring.,Extra monitoring,Warning Issued
444,3822,38,2020-03-18,Driver notified.,Safety coaching,Closed
445,637,7,2020-03-22,Supervisor notified.,Formal coaching,Under Review
446,191,16,2020-03-26,Immediate action required.,Driver assessment,Coaching Required
447,2373,38,2020-03-29,Driver reminded.,Driver reminder,Closed
448,3823,40,2020-03-26,Driver reminded.,Driver reminder,Closed
449,1706,7,2020-03-31,Unsafe behaviour identified.,Extra monitoring,Closed
450,5369,16,2020-04-03,Driver notified.,Safety coaching,Warning Issued
451,1208,40,2020-04-04,Requires monitoring.,Extra monitoring,Closed
452,1705,7,2020-04-02,Low risk behaviour.,Continue monitoring,Closed
453,1658,38,2020-04-02,Driver notified.,Safety coaching,Warning Issued
454,4060,5,2020-04-16,Immediate action required.,Driver assessment,Coaching Required
455,5279,16,2020-04-15,Driver reminded.,Driver reminder,Closed
456,4881,17,2020-04-15,Requires monitoring.,Extra monitoring,Warning Issued
457,3706,40,2020-04-20,Unsafe behaviour identified.,Extra monitoring,Closed
458,740,5,2020-04-22,Requires monitoring.,Extra monitoring,Warning Issued
459,1808,28,2020-04-25,Driver notified.,Extra monitoring,Closed
460,2108,38,2020-05-01,Unsafe behaviour identified.,Safety coaching,Warning Issued
461,2699,38,2020-05-05,Low risk behaviour.,Driver reminder,Closed
462,1584,17,2020-05-14,Unsafe behaviour identified.,Safety coaching,Warning Issued
463,4652,13,2020-05-19,Requires monitoring.,Extra monitoring,Warning Issued
464,3248,13,2020-05-26,Driver notified.,Safety coaching,Closed
465,3708,5,2020-05-29,Supervisor notified.,Driver assessment,Coaching Required
466,3775,13,2020-06-07,Requires monitoring.,Safety coaching,Closed
467,2281,28,2020-06-08,Unsafe behaviour identified.,Extra monitoring,Warning Issued
468,701,38,2020-06-06,Unsafe behaviour identified.,Extra monitoring,Closed
469,1955,5,2020-06-12,Requires monitoring.,Safety coaching,Warning Issued
470,1777,16,2020-06-10,Immediate action required.,Driver assessment,Coaching Required
471,1014,40,2020-06-16,Requires monitoring.,Safety coaching,Closed
472,2192,5,2020-06-18,Driver notified.,Safety coaching,Warning Issued
473,1986,13,2020-06-16,Requires monitoring.,Extra monitoring,Warning Issued
474,186,20,2020-06-17,Driver notified.,Safety coaching,Closed
475,5275,27,2020-06-25,Unsafe behaviour identified.,Safety coaching,Closed
476,2511,13,2020-06-24,Unsafe behaviour identified.,Extra monitoring,Warning Issued
477,5280,5,2020-07-01,Requires monitoring.,Safety coaching,Warning Issued
478,192,17,2020-07-03,Unsafe behaviour identified.,Extra monitoring,Warning Issued
479,2030,17,2020-07-14,Supervisor notified.,Formal coaching,Coaching Required
480,3095,13,2020-07-17,Driver notified.,Extra monitoring,Closed
481,5141,20,2020-07-16,Low risk behaviour.,Continue monitoring,Closed
482,743,28,2020-07-15,Requires monitoring.,Safety coaching,Closed
483,3913,17,2020-07-17,Driver reminded.,Driver reminder,Closed
484,2196,7,2020-07-21,Requires monitoring.,Safety coaching,Closed
485,1723,5,2020-07-23,Driver reminded.,Driver reminder,Closed
486,3179,20,2020-07-27,Supervisor notified.,Formal coaching,Coaching Required
487,2069,40,2020-07-31,Low risk behaviour.,Continue monitoring,Closed
488,1308,20,2020-07-29,Unsafe behaviour identified.,Extra monitoring,Warning Issued
489,4576,7,2020-07-29,Driver reminded.,Driver reminder,Closed
490,1206,16,2020-08-02,Driver notified.,Safety coaching,Closed
491,5315,5,2020-08-13,Driver reminded.,Continue monitoring,Closed
492,5277,13,2020-08-16,Driver notified.,Extra monitoring,Warning Issued
493,859,20,2020-08-16,Serious safety concern.,Formal coaching,Under Review
494,1527,38,2020-08-15,Requires monitoring.,Extra monitoring,Warning Issued
495,865,40,2020-08-14,Requires monitoring.,Extra monitoring,Warning Issued
496,5281,17,2020-09-02,Driver notified.,Safety coaching,Warning Issued
497,3911,27,2020-09-04,Serious safety concern.,Formal coaching,Under Review
498,4524,28,2020-09-05,Driver notified.,Safety coaching,Closed
499,1526,40,2020-09-12,Driver notified.,Extra monitoring,Warning Issued
500,3434,16,2020-09-23,Minor issue observed.,Continue monitoring,Closed
501,149,17,2020-09-20,Requires monitoring.,Safety coaching,Closed
502,1985,16,2020-09-22,Requires monitoring.,Safety coaching,Closed
503,4906,38,2020-09-26,Requires monitoring.,Safety coaching,Closed
504,860,17,2020-09-26,Unsafe behaviour identified.,Safety coaching,Warning Issued
505,4513,20,2020-09-29,Driver notified.,Safety coaching,Closed
506,141,16,2020-10-02,Driver notified.,Safety coaching,Closed
507,744,16,2020-10-12,Driver notified.,Extra monitoring,Warning Issued
508,81,40,2020-10-09,Requires monitoring.,Extra monitoring,Warning Issued
509,3878,38,2020-10-13,Requires monitoring.,Extra monitoring,Closed
510,3900,13,2020-10-17,Driver reminded.,Continue monitoring,Closed
511,3891,16,2020-10-27,Supervisor notified.,Formal coaching,Coaching Required
512,2194,13,2020-10-30,Supervisor notified.,Driver assessment,Under Review
513,1650,16,2020-11-06,Supervisor notified.,Formal coaching,Under Review
514,930,27,2020-11-03,Driver notified.,Safety coaching,Closed
515,86,7,2020-11-01,Minor issue observed.,Driver reminder,Closed
516,4790,28,2020-11-09,Driver reminded.,Continue monitoring,Closed
517,2071,16,2020-11-21,Driver notified.,Extra monitoring,Warning Issued
518,4182,7,2020-11-19,Low risk behaviour.,Continue monitoring,Closed
519,927,38,2020-11-17,Unsafe behaviour identified.,Extra monitoring,Warning Issued
520,4278,20,2020-11-24,Serious safety concern.,Driver assessment,Coaching Required
521,2029,13,2020-11-22,Unsafe behaviour identified.,Safety coaching,Warning Issued
522,2432,7,2020-11-28,Serious safety concern.,Driver assessment,Coaching Required
523,2318,5,2020-12-02,Unsafe behaviour identified.,Extra monitoring,Closed
524,4279,7,2020-12-04,Unsafe behaviour identified.,Safety coaching,Warning Issued
525,4078,16,2020-12-13,Unsafe behaviour identified.,Safety coaching,Closed
526,140,40,2020-12-16,Requires monitoring.,Extra monitoring,Warning Issued
527,5201,20,2020-12-19,Low risk behaviour.,Continue monitoring,Closed
528,3464,20,2020-12-26,Requires monitoring.,Extra monitoring,Closed
529,2076,27,2021-01-02,Driver notified.,Extra monitoring,Closed
530,2928,16,2020-12-29,Driver notified.,Safety coaching,Closed
531,5241,13,2021-01-01,Driver notified.,Extra monitoring,Warning Issued
532,1948,40,2021-01-13,Driver reminded.,Driver reminder,Closed
533,4903,17,2021-01-16,Unsafe behaviour identified.,Safety coaching,Warning Issued
534,2468,27,2021-01-25,Unsafe behaviour identified.,Safety coaching,Closed
535,2832,16,2021-01-27,Immediate action required.,Driver assessment,Under Review
536,1237,20,2021-02-01,Requires monitoring.,Safety coaching,Closed
537,752,7,2021-01-28,Driver notified.,Safety coaching,Closed
538,136,28,2021-02-02,Serious safety concern.,Driver assessment,Under Review
539,5242,38,2021-02-03,Serious safety concern.,Driver assessment,Under Review
540,2407,28,2021-02-03,Requires monitoring.,Extra monitoring,Closed
541,4627,5,2021-02-04,Unsafe behaviour identified.,Extra monitoring,Warning Issued
542,2831,40,2021-02-02,Requires monitoring.,Extra monitoring,Closed
543,3124,40,2021-02-05,Supervisor notified.,Formal coaching,Coaching Required
544,2824,20,2021-02-11,Minor issue observed.,Driver reminder,Closed
545,2285,28,2021-02-07,Unsafe behaviour identified.,Safety coaching,Warning Issued
546,437,5,2021-02-12,Requires monitoring.,Safety coaching,Warning Issued
547,2983,27,2021-02-13,Requires monitoring.,Extra monitoring,Closed
548,1836,28,2021-02-16,Minor issue observed.,Continue monitoring,Closed
549,721,16,2021-02-24,Supervisor notified.,Driver assessment,Under Review
550,4632,28,2021-02-28,Immediate action required.,Driver assessment,Under Review
551,2288,13,2021-03-03,Driver notified.,Extra monitoring,Closed
552,3869,40,2021-03-07,Unsafe behaviour identified.,Safety coaching,Closed
553,1592,38,2021-03-13,Driver reminded.,Driver reminder,Closed
554,2072,38,2021-03-12,Immediate action required.,Driver assessment,Coaching Required
555,4378,20,2021-03-11,Requires monitoring.,Safety coaching,Warning Issued
556,3120,13,2021-03-17,Driver reminded.,Driver reminder,Closed
557,1412,27,2021-03-17,Requires monitoring.,Extra monitoring,Closed
558,2545,40,2021-03-19,Unsafe behaviour identified.,Safety coaching,Closed
559,1973,40,2021-03-20,Unsafe behaviour identified.,Extra monitoring,Closed
560,4924,5,2021-03-16,Requires monitoring.,Extra monitoring,Closed
561,2387,13,2021-03-17,Driver notified.,Extra monitoring,Warning Issued
562,2361,27,2021-03-26,Unsafe behaviour identified.,Safety coaching,Closed
563,4379,13,2021-03-24,Driver notified.,Safety coaching,Warning Issued
564,2834,17,2021-03-26,Driver notified.,Extra monitoring,Warning Issued
565,2830,40,2021-03-24,Driver notified.,Extra monitoring,Closed
566,3467,7,2021-03-28,Driver reminded.,Driver reminder,Closed
567,1593,16,2021-04-01,Low risk behaviour.,Continue monitoring,Closed
568,4375,16,2021-04-05,Unsafe behaviour identified.,Safety coaching,Closed
569,634,28,2021-04-12,Low risk behaviour.,Continue monitoring,Closed
570,1549,20,2021-04-11,Requires monitoring.,Extra monitoring,Closed
571,4181,28,2021-04-14,Unsafe behaviour identified.,Safety coaching,Closed
572,3377,5,2021-04-11,Driver notified.,Safety coaching,Closed
573,1949,16,2021-04-17,Driver reminded.,Continue monitoring,Closed
574,3965,38,2021-04-17,Supervisor notified.,Driver assessment,Under Review
575,3967,7,2021-04-21,Minor issue observed.,Driver reminder,Closed
576,5377,40,2021-04-24,Driver notified.,Safety coaching,Closed
577,1975,38,2021-04-26,Driver notified.,Safety coaching,Closed
578,2541,28,2021-05-05,Unsafe behaviour identified.,Extra monitoring,Closed
579,2320,20,2021-05-05,Driver notified.,Extra monitoring,Warning Issued
580,2543,7,2021-05-02,Unsafe behaviour identified.,Extra monitoring,Warning Issued
581,3462,17,2021-05-08,Supervisor notified.,Driver assessment,Coaching Required
582,3305,20,2021-05-08,Unsafe behaviour identified.,Safety coaching,Warning Issued
583,1586,38,2021-05-06,Serious safety concern.,Driver assessment,Under Review
584,3585,28,2021-05-13,Unsafe behaviour identified.,Safety coaching,Warning Issued
585,1971,40,2021-05-14,Unsafe behaviour identified.,Extra monitoring,Closed
586,3382,28,2021-05-15,Immediate action required.,Driver assessment,Under Review
587,2859,17,2021-05-18,Driver notified.,Safety coaching,Closed
588,861,17,2021-05-21,Minor issue observed.,Continue monitoring,Closed
589,1551,27,2021-05-21,Immediate action required.,Formal coaching,Coaching Required
590,206,40,2021-05-24,Supervisor notified.,Formal coaching,Under Review
591,3964,5,2021-05-27,Requires monitoring.,Safety coaching,Warning Issued
592,1180,5,2021-06-01,Unsafe behaviour identified.,Safety coaching,Warning Issued
593,3380,13,2021-06-11,Driver notified.,Safety coaching,Warning Issued
594,1591,13,2021-06-12,Immediate action required.,Driver assessment,Coaching Required
595,5072,38,2021-06-10,Requires monitoring.,Extra monitoring,Closed
596,114,27,2021-06-19,Driver reminded.,Continue monitoring,Closed
597,337,16,2021-06-18,Driver notified.,Extra monitoring,Warning Issued
598,619,28,2021-06-24,Driver notified.,Safety coaching,Warning Issued
599,5379,17,2021-06-27,Unsafe behaviour identified.,Extra monitoring,Warning Issued
600,4147,40,2021-06-28,Driver notified.,Safety coaching,Warning Issued
601,1588,20,2021-07-04,Driver notified.,Extra monitoring,Closed
602,4149,5,2021-07-11,Immediate action required.,Formal coaching,Coaching Required
603,333,38,2021-07-13,Requires monitoring.,Safety coaching,Closed
604,4145,27,2021-07-15,Supervisor notified.,Driver assessment,Under Review
605,142,17,2021-07-19,Low risk behaviour.,Driver reminder,Closed
606,261,40,2021-07-24,Driver notified.,Extra monitoring,Warning Issued
607,3893,16,2021-08-03,Unsafe behaviour identified.,Safety coaching,Warning Issued
608,3719,17,2021-07-30,Driver reminded.,Continue monitoring,Closed
609,3145,17,2021-08-05,Unsafe behaviour identified.,Safety coaching,Warning Issued
610,339,38,2021-08-05,Driver notified.,Extra monitoring,Warning Issued
611,475,5,2021-08-16,Driver notified.,Extra monitoring,Warning Issued
612,1838,20,2021-08-20,Driver notified.,Safety coaching,Warning Issued
613,3029,5,2021-08-21,Driver notified.,Extra monitoring,Warning Issued
614,3151,5,2021-08-20,Requires monitoring.,Extra monitoring,Closed
615,3912,27,2021-08-28,Minor issue observed.,Driver reminder,Closed
616,245,27,2021-08-22,Driver notified.,Safety coaching,Warning Issued
617,3353,13,2021-08-27,Low risk behaviour.,Continue monitoring,Closed
618,4942,16,2021-09-02,Requires monitoring.,Extra monitoring,Warning Issued
619,1921,28,2021-09-06,Requires monitoring.,Extra monitoring,Closed
620,5263,27,2021-09-06,Minor issue observed.,Driver reminder,Closed
621,137,38,2021-09-06,Serious safety concern.,Driver assessment,Coaching Required
622,2844,16,2021-09-09,Supervisor notified.,Driver assessment,Coaching Required
623,1919,7,2021-09-10,Unsafe behaviour identified.,Extra monitoring,Closed
624,774,40,2021-09-14,Requires monitoring.,Safety coaching,Closed
625,4179,13,2021-09-17,Unsafe behaviour identified.,Safety coaching,Warning Issued
626,1178,20,2021-09-16,Unsafe behaviour identified.,Safety coaching,Closed
627,4943,38,2021-09-19,Requires monitoring.,Extra monitoring,Warning Issued
628,1970,5,2021-09-16,Driver reminded.,Driver reminder,Closed
629,3030,28,2021-09-16,Unsafe behaviour identified.,Safety coaching,Closed
630,212,38,2021-09-25,Immediate action required.,Driver assessment,Coaching Required
631,4941,38,2021-09-29,Unsafe behaviour identified.,Extra monitoring,Closed
632,4180,16,2021-10-01,Requires monitoring.,Safety coaching,Warning Issued
633,2713,16,2021-09-27,Serious safety concern.,Driver assessment,Coaching Required
634,3931,20,2021-09-27,Unsafe behaviour identified.,Safety coaching,Warning Issued
635,4065,17,2021-10-01,Requires monitoring.,Extra monitoring,Closed
636,3914,17,2021-10-03,Low risk behaviour.,Continue monitoring,Closed
637,87,27,2021-10-06,Unsafe behaviour identified.,Safety coaching,Warning Issued
638,455,5,2021-10-06,Driver notified.,Safety coaching,Warning Issued
639,3246,16,2021-10-12,Driver notified.,Extra monitoring,Warning Issued
640,3027,16,2021-10-07,Requires monitoring.,Safety coaching,Closed
641,4215,17,2021-10-11,Driver reminded.,Continue monitoring,Closed
642,5386,5,2021-10-14,Unsafe behaviour identified.,Extra monitoring,Warning Issued
643,4280,5,2021-10-14,Driver notified.,Safety coaching,Warning Issued
644,2610,27,2021-10-15,Serious safety concern.,Formal coaching,Coaching Required
645,4514,16,2021-10-19,Driver notified.,Safety coaching,Warning Issued
646,2321,17,2021-10-14,Requires monitoring.,Safety coaching,Closed
647,1589,7,2021-10-20,Requires monitoring.,Safety coaching,Closed
648,2157,27,2021-10-23,Driver reminded.,Continue monitoring,Closed
649,4277,17,2021-10-25,Supervisor notified.,Formal coaching,Under Review
650,1426,16,2021-10-25,Low risk behaviour.,Driver reminder,Closed
651,5448,28,2021-10-25,Unsafe behaviour identified.,Safety coaching,Closed
652,4960,40,2021-10-31,Unsafe behaviour identified.,Extra monitoring,Closed
653,1432,38,2021-11-08,Unsafe behaviour identified.,Safety coaching,Closed
654,4157,7,2021-11-09,Unsafe behaviour identified.,Safety coaching,Closed
655,3868,5,2021-11-07,Requires monitoring.,Safety coaching,Warning Issued
656,4188,28,2021-11-14,Requires monitoring.,Safety coaching,Closed
657,4515,27,2021-11-12,Unsafe behaviour identified.,Safety coaching,Warning Issued
658,210,27,2021-11-17,Requires monitoring.,Extra monitoring,Closed
659,3477,16,2021-11-18,Unsafe behaviour identified.,Safety coaching,Closed
660,2627,27,2021-11-22,Unsafe behaviour identified.,Safety coaching,Warning Issued
661,3831,13,2021-11-21,Driver notified.,Extra monitoring,Closed
662,3410,28,2021-11-28,Requires monitoring.,Safety coaching,Closed
663,2823,40,2021-11-23,Requires monitoring.,Safety coaching,Closed
664,2006,16,2021-12-05,Driver notified.,Safety coaching,Warning Issued
665,4068,16,2021-12-04,Supervisor notified.,Formal coaching,Coaching Required
666,3932,17,2021-12-09,Serious safety concern.,Driver assessment,Coaching Required
667,2434,16,2021-12-14,Serious safety concern.,Driver assessment,Coaching Required
668,5159,16,2021-12-17,Unsafe behaviour identified.,Safety coaching,Closed
669,1430,20,2021-12-21,Low risk behaviour.,Continue monitoring,Closed
670,3406,17,2021-12-17,Requires monitoring.,Extra monitoring,Closed
671,2559,16,2021-12-18,Driver notified.,Safety coaching,Closed
672,3558,13,2021-12-23,Unsafe behaviour identified.,Extra monitoring,Warning Issued
673,582,7,2021-12-22,Requires monitoring.,Safety coaching,Closed
674,344,5,2021-12-19,Unsafe behaviour identified.,Safety coaching,Warning Issued
675,5056,28,2021-12-21,Unsafe behaviour identified.,Safety coaching,Closed
676,4413,13,2021-12-22,Driver notified.,Safety coaching,Warning Issued
677,42,40,2021-12-28,Unsafe behaviour identified.,Extra monitoring,Warning Issued
678,5012,7,2021-12-31,Requires monitoring.,Extra monitoring,Warning Issued
679,775,20,2022-01-03,Driver notified.,Extra monitoring,Closed
680,4909,28,2022-01-04,Immediate action required.,Driver assessment,Coaching Required
681,4028,16,2022-01-04,Unsafe behaviour identified.,Extra monitoring,Warning Issued
682,4183,16,2022-01-01,Driver notified.,Safety coaching,Warning Issued
683,1972,28,2022-01-01,Requires monitoring.,Extra monitoring,Warning Issued
684,3150,38,2022-01-06,Driver notified.,Extra monitoring,Closed
685,4971,28,2022-01-08,Unsafe behaviour identified.,Extra monitoring,Closed
686,2864,7,2022-01-08,Requires monitoring.,Extra monitoring,Warning Issued
687,4159,13,2022-01-17,Driver notified.,Extra monitoring,Closed
688,4958,40,2022-01-13,Driver notified.,Extra monitoring,Warning Issued
689,4236,16,2022-01-19,Immediate action required.,Formal coaching,Coaching Required
690,2982,16,2022-01-16,Driver notified.,Extra monitoring,Closed
691,4038,17,2022-01-20,Requires monitoring.,Safety coaching,Closed
692,4740,38,2022-01-19,Serious safety concern.,Driver assessment,Coaching Required
693,5146,38,2022-01-19,Driver notified.,Extra monitoring,Closed
694,2862,40,2022-01-21,Serious safety concern.,Driver assessment,Coaching Required
695,1433,13,2022-01-28,Driver notified.,Extra monitoring,Closed
696,1429,20,2022-01-30,Serious safety concern.,Formal coaching,Under Review
697,1461,5,2022-02-04,Requires monitoring.,Extra monitoring,Closed
698,3134,27,2022-02-07,Supervisor notified.,Formal coaching,Coaching Required
699,1786,13,2022-02-04,Unsafe behaviour identified.,Safety coaching,Warning Issued
700,3080,17,2022-02-06,Immediate action required.,Formal coaching,Under Review
701,4081,20,2022-02-10,Driver notified.,Safety coaching,Closed
702,620,13,2022-02-06,Requires monitoring.,Extra monitoring,Warning Issued
703,4087,17,2022-02-14,Requires monitoring.,Safety coaching,Closed
704,35,38,2022-02-13,Supervisor notified.,Formal coaching,Coaching Required
705,3081,13,2022-02-13,Minor issue observed.,Continue monitoring,Closed
706,112,13,2022-02-10,Requires monitoring.,Extra monitoring,Closed
707,1665,28,2022-02-15,Unsafe behaviour identified.,Extra monitoring,Closed
708,814,38,2022-02-12,Unsafe behaviour identified.,Extra monitoring,Closed
709,2214,16,2022-02-16,Driver notified.,Extra monitoring,Warning Issued
710,794,28,2022-02-14,Low risk behaviour.,Continue monitoring,Closed
711,514,17,2022-02-20,Driver notified.,Safety coaching,Warning Issued
712,812,20,2022-02-27,Requires monitoring.,Safety coaching,Closed
713,377,5,2022-03-03,Driver notified.,Safety coaching,Closed
714,1621,7,2022-03-02,Driver notified.,Extra monitoring,Warning Issued
715,2004,17,2022-03-01,Driver notified.,Extra monitoring,Closed
716,3838,7,2022-03-16,Low risk behaviour.,Continue monitoring,Closed
717,1571,5,2022-03-15,Driver notified.,Safety coaching,Warning Issued
718,1258,20,2022-03-19,Driver reminded.,Continue monitoring,Closed
719,544,17,2022-03-20,Driver notified.,Extra monitoring,Warning Issued
720,38,5,2022-03-15,Driver notified.,Safety coaching,Warning Issued
721,207,38,2022-03-22,Immediate action required.,Formal coaching,Under Review
722,817,16,2022-03-18,Requires monitoring.,Safety coaching,Closed
723,5266,5,2022-03-20,Driver notified.,Safety coaching,Warning Issued
724,4844,13,2022-03-22,Immediate action required.,Formal coaching,Coaching Required
725,3834,13,2022-03-22,Low risk behaviour.,Driver reminder,Closed
726,1260,38,2022-03-24,Immediate action required.,Formal coaching,Under Review
727,4911,13,2022-03-28,Low risk behaviour.,Continue monitoring,Closed
728,4907,5,2022-03-30,Low risk behaviour.,Continue monitoring,Closed
729,1940,13,2022-04-04,Unsafe behaviour identified.,Safety coaching,Closed
730,1570,5,2022-04-04,Driver notified.,Safety coaching,Closed
731,1618,20,2022-04-09,Driver notified.,Safety coaching,Warning Issued
732,660,27,2022-04-09,Driver notified.,Extra monitoring,Warning Issued
733,800,13,2022-04-07,Requires monitoring.,Safety coaching,Warning Issued
734,1616,38,2022-04-13,Requires monitoring.,Extra monitoring,Warning Issued
735,4082,27,2022-04-12,Unsafe behaviour identified.,Safety coaching,Closed
736,4282,20,2022-04-11,Immediate action required.,Formal coaching,Under Review
737,2868,20,2022-04-15,Driver notified.,Extra monitoring,Closed
738,1515,13,2022-04-14,Unsafe behaviour identified.,Safety coaching,Warning Issued
739,1620,20,2022-04-20,Unsafe behaviour identified.,Safety coaching,Closed
740,4735,16,2022-04-15,Minor issue observed.,Continue monitoring,Closed
741,1826,13,2022-04-17,Supervisor notified.,Formal coaching,Under Review
742,801,16,2022-04-18,Unsafe behaviour identified.,Safety coaching,Closed
743,4845,20,2022-04-24,Driver notified.,Extra monitoring,Warning Issued
744,4700,27,2022-04-24,Serious safety concern.,Driver assessment,Coaching Required
745,3909,20,2022-04-25,Driver notified.,Safety coaching,Warning Issued
746,5057,7,2022-05-01,Serious safety concern.,Driver assessment,Coaching Required
747,1074,7,2022-04-25,Driver notified.,Safety coaching,Warning Issued
748,2216,7,2022-05-01,Unsafe behaviour identified.,Safety coaching,Warning Issued
749,3829,16,2022-05-03,Supervisor notified.,Driver assessment,Under Review
750,1790,17,2022-05-03,Unsafe behaviour identified.,Extra monitoring,Warning Issued
751,4034,13,2022-05-06,Unsafe behaviour identified.,Safety coaching,Closed
752,376,13,2022-05-08,Serious safety concern.,Formal coaching,Under Review
753,4696,5,2022-05-08,Low risk behaviour.,Continue monitoring,Closed
754,4187,40,2022-05-06,Driver notified.,Extra monitoring,Closed
755,4910,38,2022-05-16,Immediate action required.,Formal coaching,Coaching Required
756,4779,13,2022-05-10,Serious safety concern.,Formal coaching,Coaching Required
757,336,28,2022-05-18,Requires monitoring.,Extra monitoring,Warning Issued
758,2858,38,2022-05-14,Driver reminded.,Driver reminder,Closed
759,1460,40,2022-05-23,Requires monitoring.,Extra monitoring,Closed
760,262,40,2022-05-24,Minor issue observed.,Continue monitoring,Closed
761,3012,40,2022-05-23,Driver notified.,Safety coaching,Closed
762,4775,40,2022-05-27,Low risk behaviour.,Continue monitoring,Closed
763,3835,27,2022-05-27,Minor issue observed.,Continue monitoring,Closed
764,1518,7,2022-05-31,Requires monitoring.,Safety coaching,Warning Issued
765,658,27,2022-06-03,Unsafe behaviour identified.,Extra monitoring,Warning Issued
766,361,38,2022-06-04,Low risk behaviour.,Continue monitoring,Closed
767,2112,28,2022-05-29,Requires monitoring.,Extra monitoring,Warning Issued
768,12,16,2022-06-06,Driver reminded.,Driver reminder,Closed
769,48,40,2022-06-06,Unsafe behaviour identified.,Extra monitoring,Warning Issued
770,4665,20,2022-06-04,Driver notified.,Extra monitoring,Warning Issued
771,2671,27,2022-06-13,Driver notified.,Safety coaching,Warning Issued
772,3026,28,2022-06-13,Unsafe behaviour identified.,Extra monitoring,Warning Issued
773,2843,38,2022-06-16,Requires monitoring.,Extra monitoring,Warning Issued
774,368,27,2022-06-16,Requires monitoring.,Extra monitoring,Warning Issued
775,1942,38,2022-06-19,Driver notified.,Extra monitoring,Closed
776,3034,20,2022-06-19,Driver notified.,Extra monitoring,Closed
777,2616,40,2022-06-21,Driver notified.,Safety coaching,Warning Issued
