ActivityID,PartID,QuantityUsed,UnitCostAtTime
618,13,4,194559.06
618,7,2,168442.59
620,5,4,614186.99
620,12,2,2753103.7
620,9,3,3053605.09
620,15,1,456438.24
622,18,1,56152.13
622,2,5,131553.93
622,11,4,27413.56
622,17,4,965885.8
623,17,3,825549.39
623,13,4,180318.77
624,10,3,2633179.51
625,14,5,1138220.16
625,3,3,183300.87
626,4,2,251158.24
626,12,5,2945870.04
626,14,2,1116135.93
627,17,1,851939.59
627,2,3,123262.6
627,10,1,2834514.94
629,9,3,2946527.37
629,15,5,493480.42
629,5,4,648963.75
631,14,3,1102326.39
632,18,5,58956.68
633,1,4,383218.84
633,17,1,914538.71
634,12,2,2876840.78
634,15,4,411734.74
634,16,5,2281141.43
634,11,2,28420.63
635,2,3,130225.01
635,7,4,187226.12
636,6,3,1485827.36
636,7,2,164688.75
637,3,2,190077.73
638,15,1,418986.95
638,18,2,59394.8
638,9,3,3140168.03
638,5,5,631577.37
639,15,4,432747.69
640,7,1,165255.15
640,9,3,3408887.48
641,4,1,226321.0
641,11,3,27889.94
641,18,2,65620.8
641,1,4,350942.18
642,18,3,63841.08
642,5,2,589040.67
643,15,4,455035.84
643,12,5,2659917.47
643,4,4,220891.55
644,7,1,162430.45
645,12,2,2630954.5
646,15,3,466765.67
646,1,1,355762.67
646,6,3,1625228.57
650,8,4,2336091.41
652,2,1,109024.71
652,17,4,819114.79
653,1,4,372517.98
653,9,4,3197520.89
653,10,4,2695270.72
653,8,2,2135735.03
654,12,3,2676718.55
655,9,1,3273028.21
656,18,2,61767.34
656,12,4,2750715.64
656,3,5,179245.11
656,14,1,1147146.24
657,11,4,28196.75
658,4,2,246276.21
658,8,5,2329732.35
658,7,4,190148.97
658,3,3,179268.64
659,4,3,259808.5
659,8,5,2121505.94
659,11,3,28078.9
660,6,5,1415706.06
660,8,3,2005780.14
661,15,5,437168.96
661,9,5,3519747.68
661,1,2,322009.4
662,6,3,1510106.87
664,15,5,481185.46
665,17,3,978337.09
665,7,2,168339.61
665,8,5,2119921.92
666,8,5,1992410.89
666,9,3,3486437.59
667,10,2,2632816.62
667,3,2,192121.09
667,8,4,2218534.82
667,4,2,239540.95
670,15,5,424692.8
671,9,4,2880437.44
671,11,5,28208.79
671,14,2,1161782.17
671,8,2,2384263.55
672,16,1,2260956.45
672,12,5,2914629.95
673,2,1,128315.54
674,17,1,877246.34
674,4,4,244128.8
675,6,3,1446780.96
675,2,2,125576.45
676,3,4,185370.49
676,4,2,249944.78
676,6,5,1558068.12
677,2,3,113357.69
677,15,5,478300.88
677,9,4,3076366.87
677,16,3,2313674.18
679,15,4,481568.13
679,16,5,2266191.37
679,17,5,867279.04
679,11,5,28325.37
680,11,1,32620.13
680,8,2,2125714.11
680,15,1,426419.63
680,9,3,2987447.95
682,13,4,180455.82
682,16,2,2374770.43
684,1,3,370091.4
684,10,1,2365036.68
685,7,4,196887.67
685,14,4,1198339.68
685,15,4,436610.81
686,5,1,692744.91
686,6,5,1545290.87
686,12,2,2611087.65
689,3,1,173473.81
689,6,1,1372260.12
690,16,4,2330452.25
692,12,1,2709252.33
692,6,5,1617967.85
692,5,1,641072.03
692,3,2,183863.43
693,14,2,1092853.38
693,2,3,112933.21
693,5,2,638206.38
694,9,5,3049769.45
694,16,3,2398700.32
694,8,1,2001839.59
694,5,5,656456.14
695,1,2,318815.34
695,2,1,118262.54
695,3,3,191660.3
696,1,4,328977.24
696,11,1,28241.72
696,18,3,65724.69
696,17,4,961878.43
697,16,4,2485472.23
697,11,3,27546.82
698,16,4,2342440.61
698,4,4,233731.28
698,14,4,1090708.06
698,10,4,2581830.14
699,13,3,202569.86
700,8,1,2017711.22
701,18,5,58967.84
701,8,5,2080105.61
703,9,5,3147924.53
703,4,5,248979.26
703,18,4,60872.57
704,11,4,28793.11
705,12,1,2801176.82
705,7,5,190816.21
705,16,5,2323723.83
706,4,2,261554.95
706,6,2,1641649.46
706,1,2,323833.02
707,3,1,197578.08
707,11,4,28211.52
707,2,2,128018.59
708,14,3,1298593.08
708,4,1,220177.32
709,11,4,30312.33
709,4,3,240945.03
709,6,1,1585965.19
709,10,5,2645539.57
710,14,1,1179466.18
710,1,2,354661.57
710,11,5,31550.26
713,11,1,31714.47
713,3,5,193684.89
713,12,4,2667916.51
713,15,4,456482.09
714,18,1,56066.4
714,16,4,2321926.34
714,8,5,2279557.66
715,8,1,2154148.81
715,10,3,2699067.15
715,9,1,3357279.88
716,7,3,162728.38
716,14,3,1154627.83
717,5,1,711424.56
717,9,2,2966006.73
717,1,4,369182.16
718,11,3,31372.8
718,8,5,2264044.12
719,11,4,28268.34
720,18,4,63113.92
720,11,3,31926.1
720,12,5,2963234.62
722,9,5,3138166.49
722,17,5,968279.87
724,10,2,2795093.89
725,12,1,2659714.55
726,15,1,487622.8
726,17,2,859315.95
726,5,4,650666.43
729,15,3,448990.81
730,6,2,1638156.11
730,8,4,2238227.31
730,1,3,339097.43
731,13,1,191402.78
731,2,4,109191.63
732,5,2,696424.45
732,1,2,362438.67
732,11,3,30909.52
732,17,5,813609.42
734,12,2,2882528.07
734,11,5,31805.19
734,17,2,855430.28
735,8,3,2166474.99
735,1,4,374611.03
736,7,3,169855.53
736,17,3,931895.31
736,6,5,1469145.76
739,9,3,3239332.56
739,18,5,61308.6
739,2,3,124425.92
739,12,4,2555748.75
740,15,3,482534.24
740,5,3,670295.55
741,9,2,2975954.75
741,14,2,1295924.89
742,3,4,185779.09
742,17,2,939830.98
742,14,4,1319392.58
742,8,3,2379041.09
743,17,4,942611.78
743,12,5,2916518.62
743,16,5,2658007.35
744,6,2,1555895.43
744,3,4,194634.95
745,2,5,115204.68
745,15,2,480657.48
746,8,2,2109264.98
746,6,4,1388383.24
746,4,3,250808.96
746,7,5,189465.06
747,8,3,2267951.24
748,18,3,56679.94
749,8,4,2326759.79
749,12,3,2728142.16
750,11,3,29782.56
750,13,1,198821.46
750,17,5,914456.36
750,3,5,164563.77
751,17,5,831566.87
752,14,5,1151605.38
752,4,1,257800.76
752,3,2,166945.15
753,15,3,441827.27
754,3,4,167156.07
754,2,2,126694.59
754,16,4,2416314.72
754,6,2,1444024.22
757,12,3,2637254.13
757,10,2,2639665.04
757,17,2,898123.88
759,3,5,177613.61
760,15,4,443612.29
760,5,4,634831.13
760,16,1,2516891.3
761,15,1,485280.58
761,11,5,28143.46
763,10,2,2700632.87
764,11,3,27773.58
764,6,4,1501000.94
765,1,2,319570.09
765,3,1,172735.28
766,1,4,365948.23
766,2,5,120578.82
767,16,2,2421366.42
767,17,4,874665.16
767,13,2,186595.34
768,15,1,425557.65
768,12,2,2638266.53
768,8,1,2239464.85
769,8,1,2141300.24
771,11,3,31627.5
771,8,5,2001378.26
771,14,1,1238872.78
775,18,4,58563.05
775,12,5,2661533.44
775,6,2,1411648.47
777,13,4,206466.58
777,9,5,3052785.38
778,9,2,3148048.48
778,3,1,180417.05
778,8,5,2031803.21
778,16,1,2642380.03
779,10,2,2656680.94
779,11,3,31988.99
779,2,2,116590.12
780,6,3,1398112.08
780,1,5,349744.83
780,14,2,1245168.94
781,13,3,189380.21
781,12,1,2896114.55
781,4,1,256091.14
782,11,2,32696.68
782,14,5,1098011.57
782,4,1,259429.41
783,12,4,3073652.92
784,10,3,2581424.23
784,18,1,63758.14
786,5,3,689207.49
786,14,3,1182238.85
791,10,2,2510903.63
792,10,5,2479520.89
792,11,1,29235.73
792,14,3,1123888.66
793,2,4,131095.44
793,18,3,64028.5
793,16,4,2649949.55
794,6,1,1389753.47
796,16,1,2458013.86
797,2,4,127254.35
797,13,4,187250.42
797,12,4,2956332.0
797,5,5,588746.11
798,5,4,704651.74
800,1,4,318218.06
800,4,3,247438.73
800,11,1,31227.41
801,7,5,188055.85
801,12,2,3067621.51
801,13,3,200763.99
801,4,5,220571.62
802,5,4,629947.43
803,16,2,2669516.51
803,2,5,129409.49
803,7,5,163964.38
804,6,5,1604653.67
805,6,2,1372459.57
805,11,4,28923.8
805,3,3,196925.22
807,11,2,30302.97
807,14,4,1176786.48
807,16,2,2289415.3
807,17,4,954227.03
808,11,1,32139.54
808,15,4,433445.54
808,18,4,62942.87
811,13,4,181433.28
811,7,5,162006.11
811,17,1,952520.99
812,16,3,2695055.45
812,2,5,112964.43
812,12,4,3052198.87
812,13,3,213012.44
813,2,4,115967.34
814,17,5,895164.06
814,7,3,187772.89
814,18,1,55169.24
814,2,2,108052.73
815,12,3,2826706.73
815,5,3,676272.49
817,1,4,324831.44
818,13,1,190171.57
818,3,2,168751.56
818,9,4,3017977.28
819,6,3,1382329.72
820,4,1,260478.07
820,5,5,601018.49
820,15,4,446164.91
821,7,5,166846.9
821,16,4,2252168.81
821,10,1,2627677.69
821,13,4,213552.64
822,9,5,3379892.16
822,4,2,249207.25
822,1,2,366134.63
823,12,1,2736947.12
824,15,5,484442.63
824,7,5,193730.06
824,16,4,2739750.38
824,5,2,620567.46
825,6,3,1485853.71
825,3,2,166974.48
826,13,5,191956.53
826,1,5,375249.53
826,16,5,2566291.64
826,15,2,423874.14
827,1,3,379483.42
827,8,2,2411787.62
828,8,5,2218696.25
829,13,1,210431.0
829,1,5,348625.89
830,13,4,206969.74
830,1,5,335014.96
830,7,4,191098.97
830,6,5,1381941.14
831,7,2,163910.34
831,14,1,1127976.58
831,3,2,197407.17
832,16,2,2669690.91
832,9,3,3010560.58
833,18,1,58304.19
833,17,4,828446.4
833,8,5,2360530.25
833,16,5,2444443.33
834,1,3,363505.53
834,15,1,488383.63
834,17,4,884981.92
834,13,3,218633.33
837,18,2,61446.74
837,1,4,373098.84
838,3,5,181678.14
838,18,5,56357.63
839,11,3,29692.89
841,14,2,1256419.08
843,11,1,29571.05
843,2,5,114341.75
843,8,2,2236953.87
844,2,1,115933.51
844,18,2,54479.29
845,8,5,2002376.39
845,5,5,694608.2
846,12,4,2962348.58
846,13,5,194323.42
847,12,5,2643178.73
847,18,2,60247.28
848,12,2,2752921.5
848,5,5,637444.22
848,3,3,169963.13
848,15,2,464700.1
849,7,3,172568.68
849,14,5,1207319.73
850,14,1,1107533.27
850,4,3,237392.03
850,1,5,379302.51
850,6,2,1637669.04
851,3,4,194973.57
851,6,1,1465762.78
852,3,3,162889.41
852,7,5,191595.93
852,16,3,2507154.53
852,5,5,642922.4
854,3,2,173531.26
854,10,1,2833070.15
855,8,5,2214610.56
857,8,2,2360578.38
858,7,1,169400.86
858,5,4,669052.95
858,6,1,1574067.25
859,9,1,3173904.15
860,4,1,220201.0
860,3,1,168407.72
861,8,5,2010994.52
861,12,2,3030152.48
862,17,4,891202.62
862,8,4,2170531.02
862,9,1,3129281.2
864,2,1,123394.15
864,14,5,1095177.02
864,7,5,163638.61
864,12,1,2720312.08
865,4,1,229912.16
865,7,3,183836.37
865,3,3,189549.87
865,16,4,2440706.79
867,15,2,453012.1
867,7,2,188883.14
867,9,5,3068786.22
868,10,3,2692190.3
869,16,1,2526762.09
869,5,5,603378.6
872,11,5,29364.49
872,4,5,261455.01
872,18,3,56520.63
872,10,3,2450103.21
873,16,2,2330477.18
873,15,2,460519.64
873,12,3,2628822.68
873,10,2,2688908.51
874,6,1,1605416.32
874,4,5,238140.73
874,10,5,2378035.18
874,2,1,114016.5
875,11,5,29923.14
876,7,3,166615.75
876,13,2,184001.8
877,17,1,972021.35
877,13,3,199434.45
877,8,3,2251190.67
877,4,3,249285.99
878,17,5,912035.14
879,14,4,1120473.48
879,2,3,113908.2
880,2,4,114640.32
881,12,2,2900564.9
881,10,3,2796500.63
882,17,4,874573.49
882,5,3,648306.28
882,11,1,28054.62
883,1,1,373925.51
883,15,2,485216.73
883,2,2,114317.63
883,9,1,3345552.24
885,18,1,63751.71
885,10,5,2550669.92
885,8,5,2073614.7
885,6,1,1515478.2
886,18,5,59665.25
886,3,2,175169.47
886,13,2,215657.5
886,10,5,2721277.95
887,1,2,347529.08
887,10,5,2387088.09
888,4,5,216508.4
888,18,2,64175.78
889,16,2,2628603.04
889,7,2,178063.94
889,14,2,1215925.74
889,15,5,464347.2
890,15,4,489525.77
892,10,4,2460509.95
893,15,3,426061.68
893,4,2,240858.49
894,18,4,59636.09
894,7,4,193735.87
896,13,1,208149.45
896,9,5,3285482.87
897,5,3,660222.09
897,4,5,224344.79
898,13,3,203507.15
898,11,1,30099.98
898,18,4,65672.09
899,7,5,176610.32
900,11,4,31755.94
900,15,5,405593.79
901,16,4,2332802.91
903,3,3,169614.62
903,6,2,1397207.21
903,7,5,187822.9
903,15,1,464499.87
904,9,3,3340963.62
904,8,4,2277100.95
904,11,4,28264.22
905,3,4,162808.06
907,13,5,203693.91
908,3,5,163410.87
909,12,2,2551310.72
909,2,3,130138.72
909,7,5,196496.58
909,8,5,2406467.22
911,9,1,3018619.79
911,4,5,263653.24
912,4,2,226529.46
912,16,4,2550419.36
912,15,5,478840.79
913,14,5,1238315.7
914,6,2,1567256.04
914,9,3,3470305.24
915,10,5,2375798.31
915,18,4,58625.54
915,3,1,162596.25
915,13,5,214383.67
916,16,4,2663257.09
916,17,5,827333.74
916,18,4,64819.3
916,10,5,2360299.01
917,8,5,2311048.59
917,1,1,348756.87
917,12,2,3025111.46
917,10,5,2770311.32
918,18,5,59048.21
918,13,1,207905.71
918,12,4,2648512.3
919,6,4,1455155.34
919,12,5,2574721.47
919,10,2,2472349.37
920,15,1,430494.0
921,7,4,171280.98
921,16,1,2604574.42
921,2,1,121871.69
921,18,1,60237.14
922,1,2,363143.67
922,15,3,441796.06
922,11,1,27928.67
923,3,3,171406.9
923,13,5,196942.46
923,17,3,920138.52
923,12,4,2942784.26
924,8,5,2324866.9
924,12,4,2620082.97
924,4,5,242635.75
925,3,3,182795.44
925,18,4,62829.39
927,3,4,190191.93
928,18,1,56573.5
929,16,3,2650426.87
929,15,5,467735.17
929,4,1,223715.42
932,13,4,217034.47
933,8,1,2008195.4
933,1,2,340958.46
933,7,5,163359.19
934,16,4,2556982.8
934,7,5,172312.89
934,1,5,319022.41
935,11,4,29633.83
936,9,5,3063044.17
938,7,5,180569.29
938,16,2,2557594.99
938,17,1,874753.2
938,3,1,197123.25
940,4,4,232950.13
940,3,4,176596.23
941,14,5,1083687.97
944,8,3,2299501.03
944,16,5,2707504.49
944,3,3,174509.1
944,2,3,113431.09
945,17,4,977348.49
946,5,1,618943.98
946,18,4,60074.86
946,17,5,823029.47
946,13,3,193598.64
948,2,3,129026.71
948,16,5,2375070.75
948,5,4,710587.21
948,1,5,348854.09
949,5,3,709961.03
950,6,4,1618957.15
950,8,1,2192066.87
950,12,3,2557830.39
951,1,2,371011.3
952,4,3,240792.2
952,12,1,2912458.39
952,9,3,3038884.87
954,18,3,54912.35
954,16,2,2488277.73
954,6,3,1415569.84
955,8,3,2060425.16
955,1,2,349929.95
955,10,2,2462127.91
955,17,2,967093.65
956,1,2,329193.66
957,3,5,174816.99
961,9,5,2884239.15
961,11,5,32747.96
961,10,4,2533022.2
962,9,4,3454797.57
962,4,5,257700.9
963,4,2,263250.94
963,7,5,172089.6
963,1,2,367511.86
964,9,1,3216470.68
965,17,4,979137.8
965,14,1,1200594.05
965,5,4,696852.02
966,5,4,711945.94
967,16,4,2407825.63
967,12,1,2526619.19
967,15,2,439148.52
967,4,1,231620.94
968,9,3,2999777.56
968,10,3,2463312.36
968,11,4,32751.16
968,17,3,875866.35
969,10,4,2449476.89
969,16,3,2432538.99
969,1,4,334574.07
970,3,5,166721.01
971,16,2,2657095.33
971,7,3,190947.15
971,3,5,177559.88
971,10,4,2441952.87
972,15,4,477510.15
973,13,4,199983.91
974,1,5,365439.22
974,9,4,3072021.88
974,14,5,1286040.48
974,8,1,2155296.84
975,12,1,2640661.7
976,14,4,1281353.21
976,2,1,118796.52
977,7,3,174994.63
977,2,5,121379.8
978,12,3,2531107.79
978,17,1,873196.29
979,8,2,2233815.65
979,14,5,1121889.32
979,18,3,58261.31
979,16,5,2493746.87
980,11,1,29286.43
980,12,3,2779701.17
980,14,2,1288381.84
981,11,4,30787.64
981,15,5,441429.54
984,8,3,2080415.89
985,4,3,250100.81
985,11,5,30867.87
986,17,4,950575.33
986,4,3,251898.98
987,5,4,638818.58
987,2,2,128501.08
987,17,2,940999.03
987,15,3,489639.36
989,10,2,2546463.7
992,6,5,1366147.63
992,9,4,3215348.99
992,2,1,110494.28
993,16,2,2292155.63
993,14,4,1154248.96
993,1,2,366631.53
993,9,4,3280947.64
994,10,5,2776029.25
997,5,3,697351.35
997,14,4,1313995.57
998,5,3,656310.89
998,15,2,492258.8
998,6,5,1403110.99
998,2,5,118957.04
999,6,4,1507037.94
999,12,5,2693410.34
999,2,3,119559.64
999,15,2,477423.7
1000,17,3,875841.0
1000,14,3,1117372.21
1000,1,1,315006.46
1001,12,3,2680586.86
1002,16,1,2593884.98
1002,6,4,1634087.25
1002,12,4,2687781.89
1002,11,4,31787.79
1003,6,2,1589030.22
1003,4,5,233934.91
1003,2,4,129171.89
1003,17,4,881055.37
1004,13,4,213137.07
1005,17,3,824257.75
1006,16,5,2632269.15
1007,7,3,172248.37
1007,17,5,955585.56
1007,4,4,225024.03
1007,13,1,187296.29
1008,2,1,123285.43
1008,12,5,2773549.65
1009,13,4,187511.58
1009,17,1,837386.87
1009,4,5,217062.28
1009,14,1,1147707.49
1010,10,4,2718095.68
1011,16,1,2325341.85
1012,5,2,629448.67
1012,8,3,2325719.15
1012,1,4,384857.44
1013,6,1,1449074.59
1013,3,2,164017.38
1013,14,4,1097132.33
1014,1,2,328453.46
1014,16,3,2658625.36
1014,4,1,221854.15
1015,8,4,2319339.15
1016,5,2,680890.47
1016,18,1,56390.16
1016,4,1,241014.68
1017,3,4,176008.43
1018,13,3,186344.46
1018,10,1,2727256.78
1019,16,5,2311070.76
1019,13,4,205540.8
1019,10,2,2527421.86
1019,7,1,193091.68
1020,15,1,426236.93
1021,17,3,812712.19
1021,8,3,2237266.62
1021,11,4,31734.86
1024,18,4,62260.88
1024,15,2,438425.88
1024,7,1,170954.0
1024,10,4,2387528.81
1025,16,3,2715424.39
1025,18,1,54717.3
1025,8,2,2288584.38
1025,6,1,1387748.24
1026,1,3,383717.3
1027,6,4,1569956.65
1027,15,1,467032.5
1028,12,2,2660389.9
1028,17,1,897354.38
1029,3,5,172609.73
1029,11,4,28138.66
1029,10,2,2622682.68
1030,7,4,171911.68
1030,9,5,3465263.36
1031,11,2,27413.26
1031,9,2,3167605.89
1031,18,3,60499.27
1031,1,4,315050.39
1032,5,4,680375.51
1032,18,1,61436.82
1032,6,3,1582804.97
1032,10,2,2506760.93
1034,6,4,1406960.84
1034,9,4,3370069.82
1034,1,2,357912.75
1034,13,3,196392.18
1035,13,1,183850.25
1035,12,1,2544515.27
1036,7,2,193445.74
1037,18,1,59824.44
1040,18,4,61895.06
1040,6,5,1537191.15
1040,16,5,2377969.27
1040,13,3,188828.91
1043,7,4,195422.53
1045,14,1,1166622.25
1045,12,4,2980334.85
1045,8,1,2342402.91
1046,11,5,27243.92
1046,14,1,1280269.56
1048,12,5,2574386.78
1049,4,5,234495.89
1050,9,5,3300400.97
1051,10,2,2630380.21
1051,15,5,442366.61
1051,12,1,2949118.72
1051,3,5,174886.68
1052,4,4,258375.55
1052,14,2,1270190.78
1052,15,5,441140.15
1053,14,2,1208136.11
1053,3,5,177948.44
1054,17,3,909014.64
1054,1,3,374139.78
1055,8,4,2343508.19
1055,12,3,2860711.49
1055,3,5,181642.54
1056,8,5,2387504.65
1056,16,3,2430004.27
1056,6,4,1484249.94
1057,3,1,188147.28
1057,16,3,2547881.41
1057,4,5,222484.11
1058,11,1,28802.0
1058,18,2,56577.87
1059,8,1,2319470.15
1059,11,3,32514.67
1060,7,5,182544.06
1060,1,5,325830.04
1060,5,1,644848.07
1060,6,2,1391522.46
1061,9,5,3039908.42
1061,11,3,31866.45
1063,13,4,202762.6
1063,2,2,125622.38
1063,18,3,63514.85
1063,11,2,29929.66
1064,9,1,3260947.97
1064,2,3,108896.92
1064,4,5,234314.21
1064,12,1,3036248.04
1065,17,3,968362.65
1065,18,4,58998.26
1067,10,5,2822899.65
1068,2,1,115314.8
1068,16,1,2409658.27
1068,17,5,836924.4
1069,12,2,2605790.59
1069,11,4,32826.24
1069,13,5,203010.19
1069,3,1,169995.08
1070,7,4,167328.45
1070,4,3,219962.17
1071,14,1,1211556.58
1071,7,3,165062.84
1071,3,5,177641.68
1071,16,2,2631016.46
1072,1,5,328867.6
1072,17,4,927404.72
1072,2,2,121468.02
1073,5,2,616500.96
1073,18,3,63321.26
1073,17,3,933252.84
1073,3,5,165225.41
1074,17,4,875748.18
1074,6,2,1446221.51
1074,14,5,1237298.37
1075,18,2,65851.82
1075,15,5,478942.56
1076,17,5,836247.33
1076,13,1,216968.53
1076,11,2,28198.11
1077,14,2,1261856.11
1077,4,1,221393.84
1079,5,5,705474.86
1080,14,1,1162385.13
1080,5,1,624665.35
1081,15,1,434868.9
1081,7,5,169627.51
1081,17,5,904187.86
1082,1,5,348811.84
1082,17,2,935112.81
1084,8,5,2378657.73
1084,18,5,54521.78
1084,2,2,109442.64
1085,2,5,114510.75
1086,18,1,54799.17
1086,15,3,464668.35
1086,1,3,375499.76
1088,4,4,227096.09
1088,11,4,30051.24
1090,18,4,64401.27
1090,9,5,2936333.23
1091,11,5,32800.75
1092,11,1,27238.51
1092,1,5,336344.93
1092,5,4,636141.98
1092,12,2,2530288.45
1093,2,3,123005.54
1093,18,2,65951.93
1094,16,3,2655946.43
1094,2,3,129088.25
1094,12,1,3048716.55
1094,13,3,189023.31
1095,11,4,30941.59
1095,1,1,366092.28
1096,11,5,32236.21
1096,18,2,59008.0
1096,5,5,604857.39
1096,6,3,1622920.62
1097,16,4,2521116.88
1097,2,2,123659.34
1098,15,5,466564.38
1098,13,2,214503.51
1098,4,3,249049.54
1098,14,5,1298295.05
1099,15,2,464060.86
1099,8,5,2383529.33
1099,10,3,2375263.3
1100,15,1,421572.17
1100,13,2,209083.18
1100,4,3,258246.33
1100,17,4,983015.31
1101,2,4,125894.63
1101,7,3,167470.45
1102,7,1,166735.65
1104,16,5,2383431.31
1104,4,5,245393.38
1104,6,5,1419654.76
1104,14,1,1166222.72
1105,12,2,2801301.77
1105,5,5,645939.25
1105,11,3,28103.86
1106,9,4,3183262.03
1106,4,2,225276.47
1106,3,1,176709.21
1108,10,4,2455728.19
1108,17,2,946399.79
1110,11,4,32202.77
1111,12,3,3005393.95
1111,1,2,344928.9
1111,14,1,1225903.19
1112,14,3,1174596.17
1112,2,5,122251.34
1112,15,5,462725.44
1114,3,1,178257.95
1114,8,1,2366223.17
1114,17,2,903366.48
1114,5,4,712897.98
1116,17,4,902902.8
1116,10,1,2438722.18
1116,14,4,1175529.57
1116,8,3,2320417.89
1117,2,4,111995.68
1117,7,3,184072.83
1119,11,2,29781.47
1119,2,4,110170.58
1119,5,5,599712.31
1119,15,5,489405.82
1120,18,2,58716.8
1120,15,3,445579.73
1120,9,2,3170355.67
1120,5,2,699731.3
1122,9,3,3322699.15
1122,6,2,1565512.42
1126,3,3,165071.04
1126,13,4,209074.95
1126,12,5,2862760.62
1127,12,4,2828193.7
1129,5,3,658513.91
1130,16,2,2684409.27
1131,5,1,639545.62
1132,9,4,3064819.54
1132,5,2,600282.02
1133,4,2,216169.58
1134,4,1,238014.85
1134,6,4,1513050.35
1136,7,4,170563.62
1136,3,5,185740.94
1136,17,4,883827.25
1136,8,1,2244535.29
1138,8,5,2102369.69
1139,3,2,163761.08
1139,9,2,2915240.92
1139,6,3,1361016.32
1139,17,1,930059.38
1140,1,3,338177.78
1140,15,1,409412.82
1140,2,4,131849.64
1140,5,2,672371.76
1141,6,5,1521684.78
1141,17,5,841935.47
1141,18,4,62992.02
1141,1,3,380203.59
1143,11,3,29211.42
1143,17,4,957647.65
1144,5,5,593440.36
1144,11,4,27807.27
1144,9,3,3090693.46
1145,9,5,3014301.04
1145,2,2,122689.29
1145,11,1,30428.2
1146,8,1,2192811.71
1146,3,5,195620.1
1146,2,3,118249.29
1146,16,3,2379830.02
1147,17,5,873693.6
1147,12,2,2864002.39
1147,9,4,3212611.71
1147,8,4,2196701.96
1148,6,5,1419816.49
1149,9,2,2881011.79
1149,18,1,59578.63
1151,5,5,714868.31
1152,12,1,2706923.66
1152,7,5,191017.57
1152,3,2,162406.7
1153,3,3,171159.03
1155,18,3,60080.28
1155,13,3,210681.3
1157,13,3,195841.97
1157,10,5,2660316.54
1159,11,2,28983.09
1160,9,4,3466344.35
1160,15,1,463108.7
1161,6,2,1538160.15
1161,11,5,32375.57
1161,5,4,686918.57
1162,3,1,192063.81
1162,17,3,911689.68
1162,7,3,181986.38
1164,10,5,2696456.52
1165,12,1,3062983.44
1165,1,3,373851.74
1166,14,4,1230362.6
1166,10,2,2636910.45
1167,18,2,61142.3
1167,15,3,468473.96
1167,14,3,1250361.6
1168,13,4,183471.91
1168,8,2,2143496.77
1169,7,2,180903.62
1169,2,2,110693.55
1171,2,1,118650.58
1173,10,5,2420120.44
1173,7,3,195250.92
1173,3,5,173172.91
1174,3,2,189701.33
1174,4,1,255462.65
1175,1,2,329363.1
1175,7,1,178537.26
1175,17,5,830850.48
1175,4,3,260752.19
1176,5,1,628327.67
1176,14,1,1104744.68
1176,10,3,2351689.74
1176,18,3,61666.21
1177,1,3,329038.89
1178,18,3,60387.31
1178,10,4,2688984.5
1179,16,2,2328748.01
1179,10,1,2347933.49
1180,12,5,2807873.97
1180,4,2,242041.38
1180,1,5,337293.94
1180,8,2,2395042.24
1181,13,5,189793.0
1181,3,1,173209.59
1182,9,5,3163934.49
1182,16,2,2264496.34
1185,5,1,596195.55
1185,4,4,224591.18
1185,3,5,194085.93
1186,13,5,194224.97
1186,10,3,2765069.83
1186,5,5,595210.93
1187,7,5,166744.63
1187,16,4,2298631.5
1187,18,3,62213.74
1188,1,4,331218.59
1188,2,2,111449.32
1188,14,5,1141932.66
1189,9,4,2997345.97
1189,18,3,63465.34
1190,7,4,179550.24
1190,16,1,2487667.18
1191,9,4,3175194.68
1191,2,2,114774.18
1192,8,5,2232858.43
1192,12,5,2577642.04
1194,5,5,669428.68
1194,18,3,60392.95
1195,7,5,176883.91
1195,3,5,170772.88
1195,11,2,32843.35
1196,10,1,2517171.36
1196,12,5,2761443.16
1196,8,4,2229572.93
1197,4,5,249318.39
1197,3,2,185854.04
1199,6,4,1384296.86
1199,3,5,178664.7
1199,14,5,1103436.94
1199,10,4,2431610.48
1200,6,1,1529477.75
1200,15,5,474420.9
1200,12,4,2703348.62
1203,11,2,32323.57
1205,18,2,59435.69
1206,11,4,30693.43
1206,15,4,422610.0
1207,1,3,354919.35
1207,15,3,487665.15
1208,1,3,384320.25
1208,5,5,586055.5
1208,2,5,117700.74
1209,16,3,2281205.28
1210,8,1,1980371.06
1210,14,5,1276980.79
1210,4,3,221265.52
1210,12,3,3004780.6
1211,10,4,2705155.38
1212,6,3,1563532.1
1212,10,4,2538413.82
1212,4,5,226138.37
1213,12,4,2597878.56
1214,3,4,192359.8
1214,16,3,2669981.34
1214,10,2,2490004.85
1214,13,2,185371.1
1217,4,4,247580.48
1218,1,1,324605.42
1219,18,4,64722.99
1219,10,5,2823761.73
1219,16,5,2339898.69
1220,6,4,1515615.01
1220,7,4,175849.73
1220,15,2,421721.19
1220,5,5,585965.9
1221,6,2,1563639.0
1221,16,3,2455418.91
1221,10,5,2639703.22
1224,13,4,208195.3
1224,18,1,60963.23
1224,1,1,324946.12
1224,5,5,712865.28
1225,3,4,180610.18
1225,13,5,215596.62
1227,16,4,2565331.42
1229,11,5,28875.0
1229,14,1,1296860.47
1229,9,5,3378257.37
1229,10,4,2576098.08
1230,12,5,2930936.15
1230,8,4,2135282.4
1230,18,3,57470.5
1232,13,3,209078.87
