AssignmentID,VIN,DriverID,DepotID,StartDate,EndDate,AssignmentStatus
1059,9GWBMSS749S6RE1PA,84,4,2021-12-18,2023-01-25,Completed
1058,9GWBMSS749S6RE1PA,84,4,2024-11-20,2024-12-24,Completed
512,9HRJWYCS59PHNPWCV,209,3,2019-05-21,2019-10-21,Completed
511,9HRJWYCS59PHNPWCV,48,3,2019-08-24,2020-09-30,Completed
880,9JRDMM2U4ZF8WFV9R,89,1,2020-01-15,2020-01-25,Cancelled
879,9JRDMM2U4ZF8WFV9R,25,1,2024-06-20,2025-10-17,Completed
563,9MSWAZYAS6ZP602U2,200,2,2017-01-08,2018-10-29,Completed
564,9MSWAZYAS6ZP602U2,126,2,2023-08-18,2025-04-02,Completed
164,9R976K55DMCYYBX01,28,3,2024-03-12,2024-07-11,Completed
165,9R976K55DMCYYBX01,202,3,2026-05-23,,Active
148,9SK7C41MM2UMD0RCB,154,1,2017-01-03,2017-07-15,Completed
147,9SK7C41MM2UMD0RCB,132,1,2018-06-10,2019-02-06,Completed
146,9SK7C41MM2UMD0RCB,113,1,2019-07-16,2020-05-13,Completed
145,9SK7C41MM2UMD0RCB,127,1,2020-10-31,2021-03-11,Completed
610,A227NHDP9MGZH634F,124,3,2016-11-06,2018-05-06,Completed
609,A227NHDP9MGZH634F,37,3,2025-09-08,2026-05-19,Completed
742,A34U1LFVRVNXNB7R7,125,4,2017-11-16,2018-05-05,Completed
741,A34U1LFVRVNXNB7R7,162,4,2024-02-14,2024-12-15,Completed
743,A34U1LFVRVNXNB7R7,117,4,2026-05-02,2026-11-18,Completed
1095,A7YFH0MD13VPYNW1Z,201,1,2020-07-12,2021-08-08,Completed
920,ABZ595CPJ0D2YUAS0,189,3,2018-02-06,2019-01-17,Completed
921,ABZ595CPJ0D2YUAS0,189,3,2023-04-05,2023-10-27,Completed
923,ABZ595CPJ0D2YUAS0,13,3,2024-05-07,2025-01-03,Completed
922,ABZ595CPJ0D2YUAS0,79,3,2025-03-02,2026-11-23,Completed
62,AHE8XP2HEHYXC4TUX,34,3,2018-09-02,2018-12-10,Completed
63,AHE8XP2HEHYXC4TUX,70,3,2026-01-17,,Active
166,AMD5ZSHC3DNKN35YZ,17,1,2022-09-23,2024-02-10,Completed
167,AMD5ZSHC3DNKN35YZ,143,1,2025-04-20,2027-04-04,Completed
802,AMJM2EV17Y5HC8602,13,3,2023-05-06,2024-07-18,Completed
803,AMJM2EV17Y5HC8602,189,3,2024-09-17,2025-12-19,Completed
437,AR5JRH7876PB91TRP,110,1,2017-08-15,2019-02-07,Completed
438,AR5JRH7876PB91TRP,220,1,2024-03-26,2024-04-07,Cancelled
391,ASMSF2WED33LY3UPP,89,1,2019-07-10,2021-03-19,Completed
390,ASMSF2WED33LY3UPP,50,1,2019-12-04,2020-02-02,Completed
31,AUSZZW48DHA6V7HC4,48,3,2018-02-07,2019-05-31,Completed
32,AUSZZW48DHA6V7HC4,152,3,2021-08-03,2023-07-14,Completed
33,AUSZZW48DHA6V7HC4,70,3,2022-02-16,2023-10-22,Completed
1047,AVKGSNZJNNT9R0EMJ,133,3,2021-01-24,2023-01-07,Completed
1046,AVKGSNZJNNT9R0EMJ,112,3,2022-08-06,2023-10-02,Completed
90,B03UE6E7LNX4WTTTV,102,4,2025-09-18,2026-05-28,Completed
259,B1G55RHX0NW1G0GR9,49,1,2026-06-03,,Active
217,B52HHHGYT58ZSEF3H,108,3,2020-11-26,2021-09-17,Completed
216,B52HHHGYT58ZSEF3H,173,3,2021-11-19,2023-05-24,Completed
170,B68TDTWU997E5VNZ2,140,2,2026-02-05,,Active
143,B803W7DJYFXVYY8L3,170,2,2018-10-12,2020-06-27,Completed
142,B803W7DJYFXVYY8L3,11,2,2019-01-12,2019-02-25,Completed
144,B803W7DJYFXVYY8L3,65,2,2025-10-04,2026-07-29,Completed
728,B9B30VFDNV5H5ZMSU,14,2,2017-02-28,2018-10-30,Completed
729,B9B30VFDNV5H5ZMSU,14,2,2018-09-19,2018-09-25,Cancelled
727,B9B30VFDNV5H5ZMSU,22,2,2024-01-09,2025-11-25,Completed
1024,BAF5JFS6BN8THXM0A,114,2,2019-02-22,2019-04-05,Completed
1026,BAF5JFS6BN8THXM0A,3,2,2020-01-14,2020-10-30,Completed
1027,BAF5JFS6BN8THXM0A,200,2,2023-07-20,2025-02-04,Completed
1025,BAF5JFS6BN8THXM0A,29,2,2023-08-06,2024-01-07,Completed
1008,BBU883LKMFU6TW977,13,3,2017-06-11,2018-11-19,Completed
550,BFV7D5DNKUDLNKAE2,17,1,2019-04-19,2020-03-02,Completed
551,BFV7D5DNKUDLNKAE2,57,1,2021-03-18,2021-08-10,Completed
552,BFV7D5DNKUDLNKAE2,206,1,2024-03-18,2024-11-30,Completed
182,BH4P6S1WTYPWCYEK5,218,4,2018-05-28,2019-06-13,Completed
180,BH4P6S1WTYPWCYEK5,183,4,2023-05-27,2024-01-29,Completed
181,BH4P6S1WTYPWCYEK5,99,4,2023-10-27,2024-06-24,Completed
157,BHK2V2TTVJU9U12RH,42,4,2017-06-17,2019-02-27,Completed
156,BHK2V2TTVJU9U12RH,68,4,2021-01-30,2021-12-07,Completed
158,BHK2V2TTVJU9U12RH,68,4,2025-09-12,,Active
772,BJDD6VHUK60PNH4ZT,16,2,2018-01-23,2019-07-27,Completed
763,C033UAZB6BBLJZ3N0,186,3,2021-06-05,2022-09-18,Completed
764,C033UAZB6BBLJZ3N0,72,3,2024-12-04,2026-09-27,Completed
276,C2RPYSUEN3V8EZ731,209,3,2023-05-22,2025-04-12,Completed
456,C5Z89PTWTBZP0RNAM,151,3,2022-04-29,2022-05-01,Cancelled
455,C5Z89PTWTBZP0RNAM,37,3,2023-07-11,2023-09-16,Completed
1004,C8V8NPZEMDM06TGPH,19,3,2021-01-31,2021-07-10,Completed
1005,C8V8NPZEMDM06TGPH,19,3,2026-05-30,2027-07-24,Completed
949,CCDVDFT5VSYGCZ3S6,19,4,2022-09-26,2022-10-27,Completed
950,CCDVDFT5VSYGCZ3S6,19,4,2025-12-24,2026-01-06,Cancelled
134,CF0X1LDALMJEGRVPA,176,1,2025-10-16,,Active
798,CJB1RNXAFDREYVGTZ,24,1,2018-10-11,2020-02-27,Completed
661,CJRZUC19ZGNY4WPF9,188,1,2017-03-13,2017-08-05,Completed
659,CJRZUC19ZGNY4WPF9,188,1,2017-08-23,2018-06-08,Completed
660,CJRZUC19ZGNY4WPF9,188,1,2024-05-09,2025-06-28,Completed
207,CNU8Z7VHKP5BVUV9E,61,3,2020-06-15,2021-10-30,Completed
118,CRNU4BNWBC3WZHG6L,65,2,2019-10-19,2021-07-19,Completed
117,CRNU4BNWBC3WZHG6L,14,2,2021-04-06,2021-06-12,Completed
993,CW5PJ0UP7D836KVC9,35,3,2021-09-01,2022-08-12,Completed
994,CW5PJ0UP7D836KVC9,26,3,2024-08-24,2025-05-08,Completed
991,CW5PJ0UP7D836KVC9,61,3,2024-11-25,2025-08-30,Completed
992,CW5PJ0UP7D836KVC9,112,3,2026-02-22,2027-02-12,Completed
572,CXARA374JS844UHCW,149,2,2022-12-12,2022-12-27,Cancelled
209,CZG4EWL03CVV5U7A0,162,4,2022-05-03,2023-05-10,Completed
211,CZG4EWL03CVV5U7A0,102,4,2023-05-09,2024-03-05,Completed
208,CZG4EWL03CVV5U7A0,38,4,2023-08-11,2025-06-20,Completed
210,CZG4EWL03CVV5U7A0,207,4,2024-04-13,2026-02-22,Completed
517,D0EMGK414VYH9A2F7,74,4,2020-08-10,2022-01-01,Completed
516,D0EMGK414VYH9A2F7,145,4,2022-10-07,2024-04-24,Completed
988,D0YLTGNJ0M3618LDW,102,4,2025-03-14,2025-12-24,Completed
989,D0YLTGNJ0M3618LDW,125,4,2025-03-29,2027-02-21,Completed
990,D0YLTGNJ0M3618LDW,145,4,2025-08-16,2026-01-28,Completed
723,D3EWNW5KFS6D063Y2,10,3,2025-04-19,2025-04-26,Cancelled
758,D3RGJHNELAZ0HVLHC,90,4,2018-07-28,2018-09-03,Completed
757,D3RGJHNELAZ0HVLHC,218,4,2026-02-15,2027-09-20,Completed
925,D42W30NYEJSJLZS01,35,3,2020-03-24,2020-07-21,Completed
924,D42W30NYEJSJLZS01,191,3,2020-08-30,2022-03-31,Completed
926,D42W30NYEJSJLZS01,37,3,2026-06-29,2026-07-04,Cancelled
189,D43E8B7R0TNRM6KRE,191,3,2017-09-08,2018-06-12,Completed
190,D43E8B7R0TNRM6KRE,214,3,2018-09-19,2018-10-26,Completed
37,D5EM3WAJEPDCRMWRH,55,3,2018-10-26,2019-06-21,Completed
36,D5EM3WAJEPDCRMWRH,35,3,2019-12-26,2020-02-25,Completed
34,D6ERZ18P1FPDTP8BN,88,2,2023-08-21,2023-09-05,Cancelled
385,D8VDUVJ83VFL6UBA6,96,1,2019-01-30,2019-08-01,Completed
386,D8VDUVJ83VFL6UBA6,89,1,2020-08-03,2021-05-26,Completed
450,D9VRNG0Y9ER9UEA72,95,4,2019-04-09,2020-06-30,Completed
451,D9VRNG0Y9ER9UEA72,183,4,2022-10-05,2023-08-07,Completed
474,DE20VBLDKWL9RVK5G,149,2,2018-10-06,2018-11-07,Completed
473,DE20VBLDKWL9RVK5G,149,2,2023-03-28,2024-10-21,Completed
611,DHMFPLNSC3YNCHKW9,205,1,2025-05-03,2025-07-25,Completed
613,DHMFPLNSC3YNCHKW9,165,1,2025-10-26,,Active
612,DHMFPLNSC3YNCHKW9,141,1,2026-05-09,2028-04-25,Completed
808,DX6MM7HDAP13UB35J,11,2,2017-10-28,2019-07-06,Completed
809,DX6MM7HDAP13UB35J,29,2,2018-09-13,2019-04-08,Completed
807,DX6MM7HDAP13UB35J,51,2,2026-05-08,2026-06-17,Completed
194,DYJ37B9H43M44FW30,171,3,2022-02-06,2023-04-07,Completed
193,DYJ37B9H43M44FW30,124,3,2025-11-24,2026-03-22,Completed
241,E094D7SVRX2X5616S,198,2,2021-06-18,2021-09-22,Completed
242,E094D7SVRX2X5616S,170,2,2021-11-19,2023-04-14,Completed
185,E2DDRLDM2RS5C3L0W,190,3,2017-10-26,2019-01-10,Completed
186,E2DDRLDM2RS5C3L0W,72,3,2017-12-11,2017-12-13,Cancelled
184,E2DDRLDM2RS5C3L0W,18,3,2024-02-12,2024-10-09,Completed
183,E2DDRLDM2RS5C3L0W,174,3,2024-11-28,2026-06-24,Completed
341,E6A9HL2847TVVDSFJ,149,2,2017-10-17,2019-04-02,Completed
340,E6A9HL2847TVVDSFJ,149,2,2022-08-05,2024-04-04,Completed
308,E6XULTJ5BDFHJ4D1J,35,3,2018-07-04,2019-08-07,Completed
309,E6XULTJ5BDFHJ4D1J,26,3,2022-06-10,2023-08-20,Completed
307,E6XULTJ5BDFHJ4D1J,79,3,2025-04-14,2025-09-25,Completed
584,E73GNNW9JBXGU3LB3,189,3,2018-12-06,2019-02-01,Completed
583,E73GNNW9JBXGU3LB3,13,3,2024-08-09,2025-09-09,Completed
1011,E8T3BB9S4Y1W4DY7V,79,3,2019-06-21,2020-01-27,Completed
1010,E8T3BB9S4Y1W4DY7V,13,3,2024-09-28,2024-12-18,Completed
1012,E8T3BB9S4Y1W4DY7V,189,3,2025-06-27,2026-01-31,Completed
1009,E8T3BB9S4Y1W4DY7V,189,3,2026-06-30,2027-01-24,Completed
526,EADA95GYYRX3GKSSA,52,4,2019-11-14,2021-02-15,Completed
525,EADA95GYYRX3GKSSA,121,4,2024-07-19,2025-07-30,Completed
1096,EC8HP4UD3ABDG2CJ8,45,3,2017-06-18,2018-07-07,Completed
1097,EC8HP4UD3ABDG2CJ8,186,3,2025-09-01,,Active
223,EJ32GZMCM1L3LJK5S,179,1,2018-01-08,2018-10-31,Completed
222,EJ32GZMCM1L3LJK5S,204,1,2018-02-13,2019-08-04,Completed
224,EJ32GZMCM1L3LJK5S,180,1,2025-08-30,,Active
928,EKHNMK8FXSRK1ZEKN,73,3,2017-05-25,2019-01-24,Completed
927,EKHNMK8FXSRK1ZEKN,4,3,2022-07-28,2022-12-20,Completed
439,EKYCSL051AS25P3NS,21,1,2018-05-01,2019-02-20,Completed
440,EKYCSL051AS25P3NS,206,1,2022-05-31,2023-09-04,Completed
689,EP0624VMNXDRSU83F,114,2,2019-09-30,2019-11-21,Completed
688,EP0624VMNXDRSU83F,164,2,2022-05-03,2023-06-09,Completed
539,ER768UZ8R20UCMP2R,198,2,2018-12-03,2019-09-24,Completed
540,ER768UZ8R20UCMP2R,148,2,2020-10-27,2020-12-16,Completed
61,ER8HRMABTH9NA74Y3,42,4,2025-09-12,2026-02-19,Completed
781,ETAM4BE52T8V80E1R,77,1,2019-07-13,2020-02-21,Completed
782,ETAM4BE52T8V80E1R,188,1,2026-05-29,,Active
639,EU0CZ572WYN01NYV5,64,2,2016-11-04,2018-06-13,Completed
638,EU0CZ572WYN01NYV5,88,2,2020-11-19,2021-10-16,Completed
289,EWET6EF7UP8Y5148H,3,2,2021-11-14,2022-11-26,Completed
290,EWET6EF7UP8Y5148H,3,2,2022-02-01,2023-01-17,Completed
835,EZHKM4MXD0C787X1R,129,1,2017-11-29,2018-09-28,Completed
834,EZHKM4MXD0C787X1R,96,1,2021-05-27,2022-09-24,Completed
646,EZKEH11A0VZ9E8R47,99,4,2026-05-06,,Active
457,F161P4WEL9UM7WNAY,37,3,2017-06-17,2018-12-11,Completed
459,F161P4WEL9UM7WNAY,18,3,2017-09-09,2018-08-25,Completed
458,F161P4WEL9UM7WNAY,173,3,2022-04-06,2023-03-10,Completed
319,F1NNJPH273ZK13P5G,118,4,2017-07-02,2018-06-04,Completed
318,F1NNJPH273ZK13P5G,2,4,2023-04-18,2025-03-15,Completed
565,F20AS7RHAK7MCXL0H,109,1,2017-06-22,2017-11-20,Completed
260,F4AS7B7W2X4K3VC0U,75,3,2023-11-14,2024-03-25,Completed
261,F4AS7B7W2X4K3VC0U,19,3,2026-02-10,2027-03-27,Completed
204,F6FDGG001JKHBV4FM,9,3,2020-03-24,2021-04-09,Completed
205,F6FDGG001JKHBV4FM,9,3,2023-11-20,2025-06-05,Completed
320,F9A9KERACAHP2TNZB,52,3,2016-09-12,2017-02-26,Completed
321,F9A9KERACAHP2TNZB,13,3,2020-01-18,2021-02-04,Completed
322,F9A9KERACAHP2TNZB,36,3,2021-09-11,2022-10-05,Completed
415,FC2NLB8JRT7XFTE2H,29,2,2021-11-06,2022-11-25,Completed
416,FC2NLB8JRT7XFTE2H,14,2,2024-06-04,2025-08-15,Completed
496,FEJ3YF58TA5CW56PM,86,3,2018-11-28,2020-08-25,Completed
732,FEKC5RPH6GB6R8KG8,77,1,2022-10-20,2023-12-05,Completed
44,FEYC19DUNRFLL8W6F,151,3,2019-05-15,2019-07-23,Completed
45,FEYC19DUNRFLL8W6F,13,3,2020-12-09,2021-05-17,Completed
885,FKW0U8VEY3BC3EMPS,65,2,2022-01-01,2023-08-15,Completed
886,FKW0U8VEY3BC3EMPS,170,2,2022-06-12,2023-01-15,Completed
887,FKW0U8VEY3BC3EMPS,22,2,2023-05-09,2024-10-06,Completed
894,FPUD3M1YP3FETZAYZ,200,2,2020-09-06,2021-05-04,Completed
895,FPUD3M1YP3FETZAYZ,29,2,2024-07-03,2025-06-09,Completed
580,FR3BHAHHXH18L1GG9,12,2,2025-08-08,,Active
111,FUU1HAAKZUU4JMK70,217,2,2018-04-05,2018-07-10,Completed
110,FUU1HAAKZUU4JMK70,200,2,2022-09-27,2023-12-08,Completed
112,FUU1HAAKZUU4JMK70,126,2,2022-10-26,2023-07-12,Completed
113,FUU1HAAKZUU4JMK70,87,2,2026-02-21,,Active
150,FV8HPGYRAXGWN0G13,50,1,2016-10-27,2017-07-06,Completed
149,FV8HPGYRAXGWN0G13,143,1,2018-10-23,2020-05-10,Completed
597,FZF4WAG7NGKUSNAL7,114,2,2018-06-17,2019-04-08,Completed
596,FZF4WAG7NGKUSNAL7,3,2,2023-10-09,2024-04-21,Completed
595,FZF4WAG7NGKUSNAL7,22,2,2025-07-19,2026-09-14,Completed
1053,G0DRZG0NXG30T0S1W,108,3,2021-08-24,2021-08-31,Cancelled
1052,G0DRZG0NXG30T0S1W,120,3,2026-01-23,2026-03-25,Completed
305,G2TP1EUP8BM52SDUL,77,1,2020-03-27,2021-06-16,Completed
304,G2TP1EUP8BM52SDUL,77,1,2021-03-20,2022-07-28,Completed
740,G2VD58M3S6Y2P82TJ,193,3,2022-11-24,2024-10-29,Completed
294,G3PDRWJUVX9PGVVFV,115,1,2019-03-20,2019-07-19,Completed
295,G3PDRWJUVX9PGVVFV,122,1,2025-09-24,,Active
974,G4C8K6E18FRZ2ADLD,133,3,2018-11-25,2019-08-05,Completed
844,G5851ACVGFPJNWYSY,206,1,2018-02-27,2018-09-22,Completed
845,G5851ACVGFPJNWYSY,17,1,2025-02-12,2025-12-11,Completed
354,G8V0B7LT1AZMK99KC,149,2,2021-06-29,2022-01-15,Completed
140,G9F2A08G34C43ZEKJ,126,2,2016-08-13,2017-03-23,Completed
141,G9F2A08G34C43ZEKJ,200,2,2021-04-14,2022-08-19,Completed
414,GAD7Y48Y0D5EY6V86,67,2,2017-10-31,2018-02-09,Completed
369,GBMEBWWLCD9FKY0VV,209,3,2017-11-27,2019-08-10,Completed
368,GBMEBWWLCD9FKY0VV,112,3,2025-06-25,2027-03-12,Completed
811,GE9H1GN3E90YRDTBK,26,3,2017-10-30,2019-10-19,Completed
812,GE9H1GN3E90YRDTBK,92,3,2024-03-23,2024-11-10,Completed
963,GHE8HCDP6DHGYL9ZU,19,1,2022-05-04,2024-01-02,Completed
964,GHE8HCDP6DHGYL9ZU,149,1,2026-01-22,2027-06-14,Completed
94,GLYULF7MM20YZXGJV,197,3,2022-11-18,2022-11-27,Cancelled
93,GLYULF7MM20YZXGJV,112,3,2024-04-14,2024-11-16,Completed
9,GM1X2GV7R0E9XHFVV,117,4,2016-12-10,2017-11-01,Completed
11,GM1X2GV7R0E9XHFVV,43,4,2021-03-28,2022-11-05,Completed
8,GM1X2GV7R0E9XHFVV,12,4,2021-08-04,2022-10-14,Completed
10,GM1X2GV7R0E9XHFVV,155,4,2023-04-21,2025-01-26,Completed
347,GPVV9UHJRZWDPNGMY,147,2,2017-11-22,2018-07-12,Completed
348,GPVV9UHJRZWDPNGMY,150,2,2021-11-23,2022-08-15,Completed
346,GPVV9UHJRZWDPNGMY,84,2,2024-05-22,2026-03-05,Completed
349,GPVV9UHJRZWDPNGMY,84,2,2026-05-13,2027-11-16,Completed
494,GSH124P57X4JKFZHH,147,2,2019-11-02,2020-06-26,Completed
495,GSH124P57X4JKFZHH,84,2,2020-06-03,2021-01-25,Completed
493,GSH124P57X4JKFZHH,150,2,2024-11-03,2025-01-26,Completed
489,GT3ZFK8GX9C5HJKV3,106,1,2021-10-28,2023-08-14,Completed
780,GW04E3V3MDA7EZUKV,150,2,2019-04-01,2020-03-03,Completed
779,GW04E3V3MDA7EZUKV,147,2,2021-09-02,2023-08-12,Completed
877,GW823HNC0J4Y6G1EB,84,4,2023-08-22,2023-10-25,Completed
878,GW823HNC0J4Y6G1EB,150,4,2026-01-29,,Active
532,GZCSFFT38THV9MJZF,48,3,2021-05-12,2022-03-01,Completed
531,GZCSFFT38THV9MJZF,120,3,2024-06-03,2024-08-04,Completed
592,H0GHWVS3MC4R8PR5A,199,4,2026-06-14,,Active
1002,H3TP29W59B1W2CCPF,81,1,2017-01-08,2017-10-19,Completed
1003,H3TP29W59B1W2CCPF,115,1,2024-08-23,2025-11-05,Completed
59,H826GZVR22TPFGW5B,198,2,2016-10-21,2017-11-11,Completed
60,H826GZVR22TPFGW5B,64,2,2021-01-25,2022-10-27,Completed
736,H9PVFNM89WA3A6T50,188,1,2017-02-13,2017-06-28,Completed
735,H9PVFNM89WA3A6T50,188,1,2026-03-21,2026-09-21,Completed
971,HA1MWF5U3MH8UNDFX,84,4,2017-04-03,2017-05-20,Completed
972,HA1MWF5U3MH8UNDFX,84,4,2017-05-04,2018-09-13,Completed
692,HBE67J3YJ4UAMWNC0,212,1,2022-10-26,2023-02-12,Completed
691,HBE67J3YJ4UAMWNC0,25,1,2025-01-12,2026-10-13,Completed
58,HEC4D246BM2ENF423,3,2,2023-04-13,2023-09-30,Completed
284,HJHZU3N76BYD8XK1W,25,1,2023-09-17,2025-06-16,Completed
285,HJHZU3N76BYD8XK1W,216,1,2024-04-14,2025-01-11,Completed
286,HJHZU3N76BYD8XK1W,60,1,2025-12-04,,Active
46,HTMDZWULH9BG822KD,178,1,2024-10-07,2026-01-26,Completed
1080,HU71KVTFGXMLJDKAW,84,2,2020-03-17,2020-10-21,Completed
1079,HU71KVTFGXMLJDKAW,84,2,2024-09-19,2026-02-01,Completed
831,J2MS1DH16MMT7YWRP,189,3,2020-05-28,2021-11-15,Completed
832,J2MS1DH16MMT7YWRP,189,3,2022-06-16,2023-01-25,Completed
306,J8MGPP1NPRV9Z303V,94,2,2026-05-14,,Active
108,JAHCP0UB69SKFEY18,134,3,2024-02-19,2025-07-23,Completed
109,JAHCP0UB69SKFEY18,56,3,2025-10-24,,Active
337,JBCL88D0UGUJXF1PD,210,1,2025-01-29,2026-06-10,Completed
857,JGVTT8HSSV117RCEA,81,1,2021-01-26,2022-07-27,Completed
856,JGVTT8HSSV117RCEA,167,1,2026-05-19,2026-09-22,Completed
533,JMMB5JEZUZ07RS4DD,77,4,2023-01-24,2023-09-09,Completed
534,JMMB5JEZUZ07RS4DD,42,4,2025-02-14,2026-04-24,Completed
218,JSZ4PDTY4NYXKDC9Y,138,3,2022-12-08,2023-05-05,Completed
219,JSZ4PDTY4NYXKDC9Y,138,3,2025-09-22,,Active
506,JZ43GPG586H87YX69,133,3,2022-04-19,2024-02-09,Completed
365,JZ630EDRMUN3T8NN2,5,1,2020-09-15,2020-11-07,Completed
366,JZ630EDRMUN3T8NN2,110,1,2023-12-25,2025-10-27,Completed
907,K04WXLN7AMMRS1G0Z,77,1,2019-04-15,2019-07-16,Completed
906,K04WXLN7AMMRS1G0Z,77,1,2020-10-16,2022-01-05,Completed
905,K04WXLN7AMMRS1G0Z,77,1,2023-09-07,2025-01-02,Completed
643,K154BLTZK4VXHK8B3,77,1,2020-09-02,2020-09-16,Cancelled
642,K154BLTZK4VXHK8B3,77,1,2022-06-08,2023-07-26,Completed
644,K37FANPSMNC0K70VD,61,3,2018-05-02,2018-06-09,Completed
645,K37FANPSMNC0K70VD,112,3,2026-06-20,2027-01-19,Completed
188,K4F85VVDD3EC2HGPZ,154,1,2019-02-03,2020-10-06,Completed
187,K4F85VVDD3EC2HGPZ,160,1,2022-01-18,2023-07-23,Completed
912,K5299VMH6K2XYZXXT,6,4,2019-04-13,2020-12-13,Completed
911,K5299VMH6K2XYZXXT,183,4,2019-10-19,2021-08-09,Completed
406,K5ADFWER3J0T35MCE,22,2,2017-09-24,2018-06-13,Completed
409,K5ADFWER3J0T35MCE,170,2,2021-09-20,2022-06-04,Completed
408,K5ADFWER3J0T35MCE,114,2,2024-02-03,2025-04-29,Completed
407,K5ADFWER3J0T35MCE,196,2,2024-07-18,2026-05-31,Completed
1020,K63TWXPZRYHYD6TGL,19,3,2016-11-21,2018-07-10,Completed
1019,K63TWXPZRYHYD6TGL,19,3,2019-10-25,2020-07-01,Completed
1021,K63TWXPZRYHYD6TGL,19,3,2026-01-12,,Active
35,K884DGY9BM92G4VW3,19,3,2019-07-23,2020-02-03,Completed
816,K9UP02J8S9H6KZK92,22,2,2018-10-02,2019-03-21,Completed
818,K9UP02J8S9H6KZK92,148,2,2019-08-31,2020-09-21,Completed
817,K9UP02J8S9H6KZK92,16,2,2025-12-12,2026-04-22,Completed
819,K9UP02J8S9H6KZK92,14,2,2026-05-19,,Active
226,KB5EGPV6SL02TXFXA,2,4,2018-03-19,2019-11-22,Completed
228,KB5EGPV6SL02TXFXA,42,4,2018-10-13,2019-08-23,Completed
227,KB5EGPV6SL02TXFXA,118,4,2022-11-28,2023-06-23,Completed
225,KB5EGPV6SL02TXFXA,42,4,2023-12-01,2025-10-02,Completed
418,KB9YN5M42KGV8YKND,19,3,2017-03-17,2018-06-08,Completed
206,KC4LPTYDUG6NRJSHJ,35,3,2024-04-01,2025-06-27,Completed
1092,KCN4UN60ULYPWN92E,133,3,2017-06-07,2019-01-09,Completed
1090,KCN4UN60ULYPWN92E,37,3,2020-08-21,2020-12-20,Completed
1091,KCN4UN60ULYPWN92E,191,3,2020-09-10,2021-06-11,Completed
837,KDKR6K7917YEG41A6,143,1,2019-11-28,2020-07-16,Completed
838,KDKR6K7917YEG41A6,220,1,2026-03-28,,Active
198,KEF838YF8Z72HWFLZ,207,4,2024-04-15,2026-02-02,Completed
852,KH2JJE2YE1JCC02PA,9,3,2025-08-09,,Active
851,KH2JJE2YE1JCC02PA,171,3,2026-02-27,2027-12-06,Completed
725,KMCF2JSJ5YEEVB5P5,143,1,2017-02-05,2017-05-13,Completed
726,KMCF2JSJ5YEEVB5P5,5,1,2018-12-31,2020-09-30,Completed
480,KTTU3UA296DR5RBFY,188,1,2018-09-29,2020-04-30,Completed
481,KTTU3UA296DR5RBFY,44,1,2025-07-10,2025-07-17,Cancelled
915,KUMSF6NY9PYXEX9W1,114,2,2024-07-05,2025-06-30,Completed
913,KUMSF6NY9PYXEX9W1,164,2,2025-01-17,2026-07-03,Completed
914,KUMSF6NY9PYXEX9W1,51,2,2025-04-29,2026-12-25,Completed
79,KUTF8FY0W4V4ABYWY,75,3,2021-09-16,2022-06-08,Completed
80,KUTF8FY0W4V4ABYWY,138,3,2023-07-08,2024-08-06,Completed
376,KV2DLPV84G47SSBEF,93,1,2017-11-13,2017-11-27,Cancelled
375,KV2DLPV84G47SSBEF,103,1,2019-06-06,2019-08-26,Completed
367,L18KF68A2ATT3XTHY,2,4,2023-05-20,2024-11-06,Completed
666,L1F3Z3V6PWJZ0YEVJ,146,3,2017-04-13,2018-12-10,Completed
665,L1F3Z3V6PWJZ0YEVJ,4,3,2019-12-18,2021-07-22,Completed
668,L1F3Z3V6PWJZ0YEVJ,191,3,2021-11-04,2021-11-09,Cancelled
667,L1F3Z3V6PWJZ0YEVJ,28,3,2021-12-09,2023-02-19,Completed
14,L2N759HN5PLS7N93Y,133,3,2017-05-27,2019-02-02,Completed
15,L2N759HN5PLS7N93Y,138,3,2025-01-07,2026-12-19,Completed
13,L2N759HN5PLS7N93Y,4,3,2026-03-13,2027-11-02,Completed
199,L3XYDTLCMLX84Z1MA,139,4,2026-02-06,,Active
902,LBX03DT0MYKPG101C,24,1,2017-06-06,2017-11-25,Completed
901,LBX03DT0MYKPG101C,113,1,2018-03-20,2019-11-24,Completed
903,LBX03DT0MYKPG101C,179,1,2021-07-04,2022-11-12,Completed
664,LC72E3KD9H82EU5W3,209,3,2017-04-25,2018-01-27,Completed
663,LC72E3KD9H82EU5W3,37,3,2019-12-31,2020-11-10,Completed
662,LC72E3KD9H82EU5W3,214,3,2021-07-24,2022-02-02,Completed
871,LDNJ7XBKSBZJX9457,48,3,2021-08-18,2022-02-16,Completed
870,LDNJ7XBKSBZJX9457,35,3,2023-06-24,2023-08-27,Completed
872,LDNJ7XBKSBZJX9457,48,3,2024-04-14,2024-10-31,Completed
42,LDTFS4MVDKHRV2XZV,118,4,2021-03-16,2022-11-08,Completed
43,LDTFS4MVDKHRV2XZV,69,4,2026-06-12,,Active
387,LG23C72VD30DLY2S8,116,1,2018-04-26,2018-06-07,Completed
388,LG23C72VD30DLY2S8,111,1,2019-01-22,2020-02-27,Completed
389,LG23C72VD30DLY2S8,172,1,2020-12-03,2021-09-03,Completed
948,LHMG9JW7EYR334B9N,108,3,2019-11-18,2019-11-29,Cancelled
947,LHMG9JW7EYR334B9N,193,3,2026-02-16,2028-01-20,Completed
