ScoreID,DriverID,ScoreMonth,ScoreYear,StartingScore,TotalPenalty,HarshBrakingCount,SpeedingCount,FatigueWarningCount,CriticalEventCount,FinalScore,RequiresCoaching,AssignmentBlocked
511,35,3,2022,100,20,0,0,1,0,80,False,False
512,35,3,2024,100,10,0,1,0,0,90,False,False
513,35,4,2018,100,10,0,1,0,0,90,False,False
514,35,4,2023,100,15,0,0,0,0,85,False,False
515,35,4,2024,100,10,1,0,0,0,90,False,False
516,35,5,2023,100,10,0,0,0,0,90,False,False
517,35,5,2024,100,40,0,2,1,0,60,True,False
518,35,6,2018,100,15,0,0,0,0,85,False,False
519,35,6,2020,100,10,0,0,0,0,90,False,False
520,35,6,2023,100,10,1,0,0,0,90,False,False
521,35,6,2024,100,5,0,0,0,0,95,False,False
522,35,7,2023,100,5,0,0,0,0,95,False,False
523,35,8,2018,100,10,0,1,0,0,90,False,False
524,35,8,2021,100,10,0,0,0,0,90,False,False
525,35,8,2024,100,20,2,0,0,0,80,False,False
526,35,9,2017,100,10,1,0,0,0,90,False,False
527,35,9,2020,100,10,0,0,0,0,90,False,False
528,35,9,2024,100,10,1,0,0,0,90,False,False
529,35,10,2017,100,5,0,0,0,0,95,False,False
530,35,10,2018,100,10,1,0,0,0,90,False,False
531,35,11,2019,100,45,0,4,0,0,55,True,False
532,35,12,2019,100,35,0,0,1,0,65,True,False
533,35,12,2020,100,20,0,0,0,0,80,False,False
534,35,12,2021,100,10,0,1,0,0,90,False,False
535,36,1,2020,100,30,1,0,1,0,70,False,False
536,36,1,2023,100,10,0,1,0,0,90,False,False
537,36,1,2026,100,15,0,1,0,0,85,False,False
538,36,2,2020,100,20,0,0,1,0,80,False,False
539,36,3,2019,100,5,0,0,0,0,95,False,False
540,36,3,2023,100,20,1,1,0,0,80,False,False
541,36,3,2024,100,10,0,1,0,0,90,False,False
542,36,4,2019,100,20,0,1,0,0,80,False,False
543,36,4,2023,100,10,0,0,0,0,90,False,False
544,36,4,2024,100,10,1,0,0,0,90,False,False
545,36,5,2019,100,30,0,0,0,0,70,False,False
546,36,5,2023,100,10,1,0,0,0,90,False,False
547,36,5,2027,100,5,0,0,0,0,95,False,False
548,36,6,2026,100,10,0,0,0,0,90,False,False
549,36,7,2019,100,50,0,1,1,0,50,True,False
550,36,7,2023,100,10,0,0,0,0,90,False,False
551,36,7,2026,100,10,0,1,0,0,90,False,False
552,36,8,2020,100,10,0,0,0,0,90,False,False
553,36,8,2026,100,25,0,0,1,0,75,False,False
554,36,9,2019,100,10,0,1,0,0,90,False,False
555,36,9,2020,100,10,0,1,0,0,90,False,False
556,36,9,2023,100,10,0,0,0,0,90,False,False
557,36,10,2022,100,10,0,1,0,0,90,False,False
558,36,10,2023,100,45,0,2,0,0,55,True,False
559,36,10,2026,100,10,0,1,0,0,90,False,False
560,36,11,2020,100,15,0,1,0,0,85,False,False
561,36,11,2023,100,20,0,0,1,0,80,False,False
562,36,12,2018,100,10,0,1,0,0,90,False,False
563,36,12,2019,100,10,1,0,0,0,90,False,False
564,36,12,2022,100,10,1,0,0,0,90,False,False
565,38,1,2020,100,50,0,2,1,0,50,True,False
566,38,1,2026,100,10,0,1,0,0,90,False,False
567,38,2,2020,100,35,1,0,0,0,65,True,False
568,38,3,2019,100,20,0,1,0,0,80,False,False
569,38,3,2026,100,20,0,1,0,0,80,False,False
570,38,4,2021,100,10,0,1,0,0,90,False,False
571,38,4,2026,100,10,0,1,0,0,90,False,False
572,38,5,2021,100,25,0,0,0,0,75,False,False
573,38,6,2021,100,30,1,2,0,0,70,False,False
574,38,6,2026,100,25,0,0,1,0,75,False,False
575,38,7,2026,100,10,0,1,0,0,90,False,False
576,38,8,2026,100,40,0,1,0,0,60,True,False
577,38,9,2025,100,10,1,0,0,0,90,False,False
578,38,9,2026,100,30,1,1,0,0,70,False,False
579,38,10,2018,100,5,0,0,0,0,95,False,False
580,38,12,2018,100,10,0,0,0,0,90,False,False
581,39,1,2022,100,15,0,1,0,0,85,False,False
582,39,1,2023,100,10,1,0,0,0,90,False,False
583,39,1,2024,100,10,0,1,0,0,90,False,False
584,39,1,2025,100,15,1,0,0,0,85,False,False
585,39,2,2020,100,10,1,0,0,0,90,False,False
586,39,2,2021,100,10,0,1,0,0,90,False,False
587,39,2,2022,100,10,0,0,0,0,90,False,False
588,39,2,2023,100,30,0,0,1,0,70,False,False
589,39,3,2020,100,5,0,0,0,0,95,False,False
590,39,3,2021,100,10,0,1,0,0,90,False,False
591,39,3,2023,100,15,0,0,0,0,85,False,False
592,39,4,2020,100,10,1,0,0,0,90,False,False
593,39,4,2021,100,20,0,0,0,0,80,False,False
594,39,4,2023,100,30,0,1,1,0,70,False,False
595,39,5,2023,100,10,0,0,0,0,90,False,False
596,39,6,2020,100,40,2,0,0,0,60,True,False
597,39,6,2022,100,10,0,1,0,0,90,False,False
598,39,7,2023,100,15,0,1,0,0,85,False,False
599,39,8,2023,100,10,0,1,0,0,90,False,False
600,39,9,2022,100,20,0,0,1,0,80,False,False
601,39,10,2021,100,5,0,0,0,0,95,False,False
602,39,10,2023,100,35,0,0,0,0,65,True,False
603,39,11,2020,100,20,0,1,0,0,80,False,False
604,39,11,2021,100,30,0,1,1,0,70,False,False
605,39,12,2023,100,10,0,1,0,0,90,False,False
606,39,12,2024,100,10,1,0,0,0,90,False,False
607,43,1,2026,100,10,0,1,0,0,90,False,False
608,43,2,2020,100,5,0,0,0,0,95,False,False
609,43,2,2021,100,10,1,0,0,0,90,False,False
610,43,3,2021,100,30,2,1,0,0,70,False,False
611,43,4,2020,100,5,0,0,0,0,95,False,False
612,43,4,2021,100,20,1,1,0,0,80,False,False
613,43,4,2026,100,65,0,0,3,0,35,True,True
614,43,5,2020,100,5,0,0,0,0,95,False,False
615,43,5,2021,100,10,0,0,0,0,90,False,False
616,43,7,2025,100,20,0,0,1,0,80,False,False
617,43,8,2020,100,5,0,0,0,0,95,False,False
618,43,8,2025,100,10,0,1,0,0,90,False,False
619,43,9,2020,100,5,0,0,0,0,95,False,False
620,43,12,2020,100,10,0,0,0,0,90,False,False
621,43,12,2025,100,20,0,0,0,0,80,False,False
622,44,1,2026,100,25,1,0,0,0,75,False,False
623,44,1,2027,100,10,1,0,0,0,90,False,False
624,44,2,2026,100,20,0,0,1,0,80,False,False
625,44,3,2018,100,30,1,0,1,0,70,False,False
626,44,3,2027,100,10,0,1,0,0,90,False,False
627,44,4,2026,100,20,1,1,0,0,80,False,False
628,44,6,2017,100,20,0,0,1,0,80,False,False
629,44,6,2026,100,20,0,0,0,0,80,False,False
630,44,7,2017,100,10,0,0,0,0,90,False,False
631,44,7,2025,100,10,0,0,0,0,90,False,False
632,44,7,2026,100,10,0,0,0,0,90,False,False
633,44,8,2017,100,5,0,0,0,0,95,False,False
634,44,9,2017,100,5,0,0,0,0,95,False,False
635,44,9,2026,100,10,0,1,0,0,90,False,False
636,44,10,2017,100,20,1,1,0,0,80,False,False
637,44,10,2025,100,20,0,0,1,0,80,False,False
638,44,11,2026,100,20,0,0,1,0,80,False,False
639,45,1,2020,100,10,0,0,0,0,90,False,False
640,45,1,2026,100,20,0,0,1,0,80,False,False
641,45,1,2027,100,20,0,0,0,0,80,False,False
642,45,2,2026,100,10,0,0,0,0,90,False,False
643,45,2,2027,100,25,0,0,1,0,75,False,False
644,45,4,2020,100,15,0,0,0,0,85,False,False
645,45,4,2025,100,10,0,0,0,0,90,False,False
646,45,6,2026,100,20,0,0,1,0,80,False,False
647,45,7,2026,100,5,0,0,0,0,95,False,False
648,45,8,2026,100,5,0,0,0,0,95,False,False
649,45,9,2017,100,20,0,0,1,0,80,False,False
650,45,9,2025,100,10,1,0,0,0,90,False,False
651,45,9,2026,100,30,0,1,0,0,70,False,False
652,45,10,2017,100,5,0,0,0,0,95,False,False
653,45,10,2020,100,20,0,1,0,0,80,False,False
654,45,10,2026,100,10,0,0,0,0,90,False,False
655,45,11,2017,100,10,0,0,0,0,90,False,False
656,45,11,2024,100,10,0,1,0,0,90,False,False
657,45,11,2025,100,30,1,0,0,0,70,False,False
658,45,11,2026,100,15,0,1,0,0,85,False,False
659,45,12,2026,100,10,0,1,0,0,90,False,False
660,46,1,2018,100,10,0,1,0,0,90,False,False
661,46,1,2022,100,15,0,0,0,0,85,False,False
662,46,3,2017,100,10,0,1,0,0,90,False,False
663,46,3,2019,100,10,1,0,0,0,90,False,False
664,46,3,2023,100,10,0,1,0,0,90,False,False
665,46,4,2022,100,55,2,3,0,0,45,True,True
666,46,5,2022,100,15,0,0,0,0,85,False,False
667,46,5,2023,100,10,0,1,0,0,90,False,False
668,46,6,2022,100,15,1,0,0,0,85,False,False
669,46,8,2018,100,45,0,2,1,0,55,True,False
670,46,8,2023,100,10,0,0,0,0,90,False,False
671,46,9,2017,100,20,0,0,1,0,80,False,False
672,46,9,2018,100,10,0,1,0,0,90,False,False
673,46,9,2023,100,10,1,0,0,0,90,False,False
674,46,10,2018,100,10,1,0,0,0,90,False,False
675,46,10,2021,100,5,0,0,0,0,95,False,False
676,46,11,2018,100,10,0,0,0,0,90,False,False
677,46,11,2021,100,10,0,1,0,0,90,False,False
678,46,11,2022,100,10,0,0,0,0,90,False,False
679,46,12,2017,100,10,0,0,0,0,90,False,False
680,46,12,2018,100,5,0,0,0,0,95,False,False
681,46,12,2022,100,15,0,0,0,0,85,False,False
682,47,3,2026,100,20,0,0,0,0,80,False,False
683,47,5,2026,100,20,0,0,0,0,80,False,False
684,47,7,2026,100,20,0,2,0,0,80,False,False
685,48,1,2026,100,10,0,0,0,0,90,False,False
686,48,2,2017,100,5,0,0,0,0,95,False,False
687,48,3,2025,100,20,0,0,0,0,80,False,False
688,48,5,2017,100,10,0,0,0,0,90,False,False
689,48,6,2017,100,20,0,1,0,0,80,False,False
690,48,7,2017,100,30,1,0,1,0,70,False,False
691,48,8,2019,100,10,1,0,0,0,90,False,False
692,48,8,2025,100,20,1,1,0,0,80,False,False
693,48,9,2019,100,20,0,0,1,0,80,False,False
694,48,10,2017,100,10,1,0,0,0,90,False,False
695,48,11,2025,100,20,2,0,0,0,80,False,False
696,49,2,2019,100,10,1,0,0,0,90,False,False
697,49,2,2020,100,20,0,0,1,0,80,False,False
698,49,2,2026,100,10,1,0,0,0,90,False,False
699,49,3,2018,100,45,0,0,1,0,55,True,False
700,49,4,2022,100,5,0,0,0,0,95,False,False
701,49,4,2025,100,5,0,0,0,0,95,False,False
702,49,5,2025,100,10,0,0,0,0,90,False,False
703,49,6,2018,100,30,0,1,1,0,70,False,False
704,49,6,2026,100,15,0,0,0,0,85,False,False
705,49,7,2022,100,20,0,0,0,0,80,False,False
706,49,7,2024,100,10,0,0,0,0,90,False,False
707,49,7,2025,100,20,2,0,0,0,80,False,False
708,49,8,2018,100,10,1,0,0,0,90,False,False
709,49,8,2019,100,5,0,0,0,0,95,False,False
710,49,8,2022,100,5,0,0,0,0,95,False,False
711,49,8,2024,100,10,0,1,0,0,90,False,False
712,49,8,2025,100,5,0,0,0,0,95,False,False
713,49,9,2016,100,10,0,1,0,0,90,False,False
714,49,9,2019,100,5,0,0,0,0,95,False,False
715,49,9,2022,100,10,0,1,0,0,90,False,False
716,49,9,2024,100,30,0,1,0,0,70,False,False
717,49,10,2016,100,10,1,0,0,0,90,False,False
718,49,10,2018,100,10,0,1,0,0,90,False,False
719,49,10,2019,100,10,0,0,0,0,90,False,False
720,49,10,2021,100,10,1,0,0,0,90,False,False
721,49,10,2022,100,10,1,0,0,0,90,False,False
722,49,11,2016,100,5,0,0,0,0,95,False,False
723,49,11,2019,100,20,0,0,0,0,80,False,False
724,49,11,2022,100,30,0,0,0,0,70,False,False
725,49,11,2025,100,10,0,1,0,0,90,False,False
726,49,12,2018,100,10,0,1,0,0,90,False,False
727,49,12,2022,100,15,0,1,0,0,85,False,False
728,49,12,2024,100,25,0,0,0,0,75,False,False
729,51,1,2018,100,20,0,1,0,0,80,False,False
730,51,1,2023,100,30,0,1,1,0,70,False,False
731,51,2,2018,100,20,0,1,0,0,80,False,False
732,51,2,2023,100,30,1,1,0,0,70,False,False
733,51,2,2025,100,10,0,1,0,0,90,False,False
734,51,3,2021,100,10,0,1,0,0,90,False,False
735,51,3,2023,100,20,0,0,0,0,80,False,False
736,51,3,2025,100,30,0,2,0,0,70,False,False
737,51,3,2026,100,40,0,0,2,0,60,True,False
738,51,4,2023,100,10,0,1,0,0,90,False,False
739,51,4,2025,100,50,1,2,0,0,50,True,False
740,51,4,2026,100,10,1,0,0,0,90,False,False
741,51,5,2017,100,10,0,0,0,0,90,False,False
742,51,5,2021,100,10,0,1,0,0,90,False,False
743,51,6,2026,100,5,0,0,0,0,95,False,False
744,51,7,2021,100,10,0,0,0,0,90,False,False
745,51,8,2021,100,10,1,0,0,0,90,False,False
746,51,9,2018,100,5,0,0,0,0,95,False,False
747,51,9,2019,100,60,0,1,1,0,40,True,True
748,51,9,2025,100,30,1,0,0,0,70,False,False
749,51,10,2025,100,10,0,1,0,0,90,False,False
750,51,11,2022,100,10,0,1,0,0,90,False,False
751,51,12,2017,100,10,0,0,0,0,90,False,False
752,51,12,2025,100,5,0,0,0,0,95,False,False
753,52,1,2018,100,10,0,0,0,0,90,False,False
754,52,1,2023,100,10,0,0,0,0,90,False,False
755,52,2,2018,100,10,0,0,0,0,90,False,False
756,52,2,2023,100,10,0,1,0,0,90,False,False
757,52,2,2024,100,20,1,0,0,0,80,False,False
758,52,3,2017,100,20,0,0,1,0,80,False,False
759,52,3,2018,100,45,0,0,0,0,55,True,False
760,52,3,2022,100,40,0,2,0,0,60,True,False
761,52,4,2018,100,20,1,0,0,0,80,False,False
762,52,4,2023,100,10,0,0,0,0,90,False,False
763,52,5,2017,100,20,0,2,0,0,80,False,False
764,52,5,2018,100,10,0,1,0,0,90,False,False
765,52,5,2022,100,5,0,0,0,0,95,False,False
766,52,5,2023,100,10,0,0,0,0,90,False,False
767,52,6,2017,100,10,1,0,0,0,90,False,False
768,52,6,2023,100,30,0,2,0,0,70,False,False
769,52,7,2023,100,55,0,0,1,0,45,True,True
770,52,8,2017,100,10,0,1,0,0,90,False,False
771,52,8,2018,100,5,0,0,0,0,95,False,False
772,52,8,2023,100,10,0,1,0,0,90,False,False
773,52,8,2024,100,10,0,0,0,0,90,False,False
774,52,9,2017,100,15,0,1,0,0,85,False,False
775,52,9,2021,100,20,0,0,0,0,80,False,False
776,52,9,2022,100,20,0,0,1,0,80,False,False
777,52,9,2023,100,65,1,1,1,0,35,True,True
778,52,9,2024,100,20,0,1,0,0,80,False,False
779,52,10,2017,100,10,1,0,0,0,90,False,False
780,52,10,2023,100,25,0,2,0,0,75,False,False
781,52,10,2024,100,15,0,1,0,0,85,False,False
782,52,11,2017,100,10,0,0,0,0,90,False,False
783,52,11,2023,100,30,2,0,0,0,70,False,False
784,52,11,2025,100,10,1,0,0,0,90,False,False
785,52,12,2023,100,10,0,0,0,0,90,False,False
786,52,12,2024,100,5,0,0,0,0,95,False,False
787,52,12,2025,100,10,1,0,0,0,90,False,False
788,55,2,2026,100,10,1,0,0,0,90,False,False
789,55,3,2022,100,10,1,0,0,0,90,False,False
790,55,3,2026,100,20,0,0,1,0,80,False,False
791,55,4,2022,100,5,0,0,0,0,95,False,False
792,55,4,2026,100,10,0,0,0,0,90,False,False
793,55,5,2026,100,10,0,0,0,0,90,False,False
794,55,7,2026,100,5,0,0,0,0,95,False,False
795,55,12,2021,100,20,1,0,0,0,80,False,False
796,56,1,2018,100,20,0,0,0,0,80,False,False
797,56,1,2023,100,10,1,0,0,0,90,False,False
798,56,2,2023,100,10,1,0,0,0,90,False,False
799,56,3,2017,100,35,0,1,1,0,65,True,False
800,56,3,2019,100,10,0,1,0,0,90,False,False
801,56,3,2024,100,10,0,1,0,0,90,False,False
802,56,4,2018,100,10,1,0,0,0,90,False,False
803,56,4,2019,100,20,1,1,0,0,80,False,False
804,56,4,2023,100,10,0,1,0,0,90,False,False
805,56,4,2024,100,5,0,0,0,0,95,False,False
806,56,5,2018,100,10,1,0,0,0,90,False,False
807,56,5,2019,100,30,1,0,0,0,70,False,False
808,56,5,2024,100,30,0,0,0,0,70,False,False
809,56,6,2017,100,5,0,0,0,0,95,False,False
810,56,6,2019,100,30,0,1,0,0,70,False,False
811,56,7,2017,100,10,1,0,0,0,90,False,False
812,56,7,2019,100,5,0,0,0,0,95,False,False
813,56,8,2022,100,25,0,0,1,0,75,False,False
814,56,8,2024,100,20,1,0,0,0,80,False,False
815,56,9,2017,100,10,1,0,0,0,90,False,False
816,56,9,2019,100,30,0,2,0,0,70,False,False
817,56,9,2023,100,20,1,1,0,0,80,False,False
818,56,11,2017,100,5,0,0,0,0,95,False,False
819,56,11,2019,100,10,0,1,0,0,90,False,False
820,56,11,2023,100,20,1,1,0,0,80,False,False
821,57,1,2022,100,10,0,1,0,0,90,False,False
822,57,2,2022,100,10,0,1,0,0,90,False,False
823,57,2,2024,100,10,0,1,0,0,90,False,False
824,57,3,2020,100,20,0,0,1,0,80,False,False
825,57,3,2022,100,10,0,0,0,0,90,False,False
826,57,4,2020,100,20,0,2,0,0,80,False,False
827,57,4,2022,100,30,0,0,0,0,70,False,False
828,57,4,2026,100,20,1,0,0,0,80,False,False
829,57,5,2019,100,10,0,0,0,0,90,False,False
830,57,5,2026,100,30,1,2,0,0,70,False,False
831,57,6,2019,100,10,0,1,0,0,90,False,False
832,57,6,2021,100,10,0,1,0,0,90,False,False
833,57,6,2022,100,10,0,0,0,0,90,False,False
834,57,7,2019,100,10,1,0,0,0,90,False,False
835,57,7,2021,100,60,1,0,2,0,40,True,True
836,57,7,2026,100,10,0,1,0,0,90,False,False
837,57,8,2022,100,20,0,0,0,0,80,False,False
838,57,10,2024,100,5,0,0,0,0,95,False,False
839,57,11,2017,100,30,1,2,0,0,70,False,False
840,57,11,2019,100,5,0,0,0,0,95,False,False
841,57,11,2021,100,10,0,0,0,0,90,False,False
842,57,11,2024,100,20,0,0,0,0,80,False,False
843,57,12,2017,100,10,1,0,0,0,90,False,False
844,57,12,2018,100,10,1,0,0,0,90,False,False
845,58,1,2021,100,25,0,0,1,0,75,False,False
846,58,1,2024,100,10,0,0,0,0,90,False,False
847,58,2,2021,100,45,0,1,1,0,55,True,False
848,58,2,2023,100,20,0,0,0,0,80,False,False
849,58,3,2018,100,10,1,0,0,0,90,False,False
850,58,3,2020,100,15,0,0,0,0,85,False,False
851,58,3,2021,100,10,0,0,0,0,90,False,False
852,58,3,2023,100,10,0,1,0,0,90,False,False
853,58,3,2024,100,5,0,0,0,0,95,False,False
854,58,4,2020,100,10,0,1,0,0,90,False,False
855,58,4,2023,100,20,0,0,1,0,80,False,False
856,58,5,2021,100,20,0,0,1,0,80,False,False
857,58,5,2023,100,20,0,0,1,0,80,False,False
858,58,6,2021,100,30,0,2,0,0,70,False,False
859,58,6,2023,100,10,1,0,0,0,90,False,False
860,58,7,2021,100,10,0,0,0,0,90,False,False
861,58,8,2018,100,20,0,0,0,0,80,False,False
862,58,9,2019,100,10,1,0,0,0,90,False,False
863,58,9,2020,100,10,0,1,0,0,90,False,False
864,58,9,2021,100,10,1,0,0,0,90,False,False
865,58,9,2023,100,15,0,1,0,0,85,False,False
866,58,10,2018,100,10,0,1,0,0,90,False,False
867,58,11,2019,100,10,0,0,0,0,90,False,False
868,58,11,2023,100,10,0,1,0,0,90,False,False
869,58,12,2020,100,10,0,0,0,0,90,False,False
870,59,1,2023,100,5,0,0,0,0,95,False,False
871,59,1,2027,100,10,0,0,0,0,90,False,False
872,59,2,2021,100,20,0,0,1,0,80,False,False
873,59,2,2022,100,10,0,1,0,0,90,False,False
874,59,2,2023,100,5,0,0,0,0,95,False,False
875,59,2,2024,100,10,1,0,0,0,90,False,False
876,59,3,2024,100,20,1,0,0,0,80,False,False
877,59,4,2020,100,10,0,1,0,0,90,False,False
878,59,5,2020,100,30,0,0,1,0,70,False,False
879,59,5,2021,100,10,0,1,0,0,90,False,False
880,59,6,2022,100,10,0,1,0,0,90,False,False
881,59,6,2023,100,5,0,0,0,0,95,False,False
882,59,6,2027,100,10,1,0,0,0,90,False,False
883,59,7,2021,100,15,1,0,0,0,85,False,False
884,59,7,2023,100,10,0,1,0,0,90,False,False
885,59,8,2022,100,15,1,0,0,0,85,False,False
886,59,9,2019,100,5,0,0,0,0,95,False,False
887,59,9,2021,100,15,0,0,0,0,85,False,False
888,59,9,2027,100,10,0,1,0,0,90,False,False
889,59,10,2019,100,10,0,1,0,0,90,False,False
890,59,10,2021,100,15,1,0,0,0,85,False,False
891,59,10,2026,100,20,0,0,0,0,80,False,False
892,59,11,2019,100,10,0,0,0,0,90,False,False
893,59,11,2026,100,15,0,0,0,0,85,False,False
894,59,12,2019,100,10,0,0,0,0,90,False,False
895,59,12,2026,100,20,0,0,0,0,80,False,False
896,60,1,2017,100,20,0,0,0,0,80,False,False
897,60,1,2021,100,10,1,0,0,0,90,False,False
898,60,2,2017,100,10,1,0,0,0,90,False,False
899,60,2,2019,100,15,1,0,0,0,85,False,False
900,60,3,2017,100,25,0,1,0,0,75,False,False
901,60,3,2019,100,15,0,1,0,0,85,False,False
902,60,3,2021,100,20,0,0,0,0,80,False,False
903,60,3,2022,100,45,0,0,2,0,55,True,False
904,60,4,2019,100,40,1,0,1,0,60,True,False
905,60,4,2021,100,20,0,0,0,0,80,False,False
906,60,4,2022,100,10,0,0,0,0,90,False,False
907,60,5,2018,100,20,0,0,1,0,80,False,False
908,60,5,2019,100,10,0,1,0,0,90,False,False
909,60,6,2021,100,20,0,0,0,0,80,False,False
910,60,7,2018,100,10,0,1,0,0,90,False,False
911,60,8,2021,100,10,0,1,0,0,90,False,False
912,60,9,2023,100,10,1,0,0,0,90,False,False
913,60,10,2020,100,5,0,0,0,0,95,False,False
914,60,10,2023,100,10,0,0,0,0,90,False,False
915,60,11,2017,100,10,1,0,0,0,90,False,False
916,60,11,2023,100,10,0,0,0,0,90,False,False
917,60,12,2023,100,30,1,0,0,0,70,False,False
918,61,2,2020,100,20,0,0,1,0,80,False,False
919,61,2,2025,100,20,0,1,0,0,80,False,False
920,61,3,2018,100,20,0,2,0,0,80,False,False
921,61,3,2025,100,20,0,1,0,0,80,False,False
922,61,4,2024,100,20,0,0,1,0,80,False,False
923,61,4,2026,100,10,0,1,0,0,90,False,False
924,61,5,2018,100,20,0,0,1,0,80,False,False
925,61,5,2024,100,10,0,1,0,0,90,False,False
926,61,5,2026,100,10,0,0,0,0,90,False,False
927,61,7,2026,100,5,0,0,0,0,95,False,False
928,61,8,2018,100,40,0,0,0,0,60,True,False
929,61,8,2019,100,30,1,0,1,0,70,False,False
930,61,8,2024,100,10,0,1,0,0,90,False,False
931,61,8,2026,100,5,0,0,0,0,95,False,False
932,61,9,2019,100,20,0,0,0,0,80,False,False
933,61,9,2026,100,10,0,1,0,0,90,False,False
934,61,10,2024,100,5,0,0,0,0,95,False,False
935,61,11,2019,100,50,1,2,1,0,50,True,False
936,61,11,2024,100,5,0,0,0,0,95,False,False
937,61,12,2019,100,10,0,0,0,0,90,False,False
938,61,12,2024,100,10,0,1,0,0,90,False,False
939,62,1,2017,100,40,1,0,1,0,60,True,False
940,62,1,2018,100,5,0,0,0,0,95,False,False
941,62,1,2025,100,25,0,0,1,0,75,False,False
942,62,2,2017,100,10,0,0,0,0,90,False,False
943,62,3,2017,100,10,0,0,0,0,90,False,False
944,62,3,2022,100,20,0,0,1,0,80,False,False
945,62,3,2023,100,15,0,1,0,0,85,False,False
946,62,3,2026,100,20,0,0,1,0,80,False,False
947,62,3,2027,100,10,1,0,0,0,90,False,False
948,62,4,2017,100,40,0,0,1,0,60,True,False
949,62,4,2026,100,20,0,0,0,0,80,False,False
950,62,4,2027,100,10,1,0,0,0,90,False,False
951,62,5,2017,100,30,0,0,1,0,70,False,False
952,62,5,2018,100,20,0,0,1,0,80,False,False
953,62,5,2026,100,20,1,0,0,0,80,False,False
954,62,5,2027,100,10,0,1,0,0,90,False,False
955,62,6,2019,100,5,0,0,0,0,95,False,False
956,62,6,2020,100,10,0,1,0,0,90,False,False
957,62,6,2022,100,20,0,0,1,0,80,False,False
958,62,7,2018,100,10,0,0,0,0,90,False,False
959,62,7,2020,100,10,0,1,0,0,90,False,False
960,62,7,2022,100,30,0,1,1,0,70,False,False
961,62,7,2027,100,10,1,0,0,0,90,False,False
962,62,8,2017,100,10,1,0,0,0,90,False,False
963,62,8,2018,100,10,1,0,0,0,90,False,False
964,62,8,2019,100,10,0,1,0,0,90,False,False
965,62,8,2022,100,10,0,0,0,0,90,False,False
966,62,8,2024,100,10,0,0,0,0,90,False,False
967,62,8,2027,100,20,0,0,1,0,80,False,False
968,62,9,2022,100,10,0,1,0,0,90,False,False
969,62,9,2023,100,10,0,0,0,0,90,False,False
970,62,9,2024,100,50,0,2,0,0,50,True,False
971,62,10,2016,100,25,0,0,1,0,75,False,False
972,62,10,2017,100,10,0,1,0,0,90,False,False
973,62,10,2020,100,40,0,0,2,0,60,True,False
974,62,10,2022,100,10,0,0,0,0,90,False,False
975,62,10,2024,100,35,0,1,1,0,65,True,False
976,62,11,2017,100,10,1,0,0,0,90,False,False
977,62,11,2024,100,10,0,1,0,0,90,False,False
978,62,11,2026,100,10,0,1,0,0,90,False,False
979,62,12,2020,100,10,0,0,0,0,90,False,False
980,62,12,2025,100,10,0,0,0,0,90,False,False
981,63,1,2018,100,10,0,1,0,0,90,False,False
982,63,1,2019,100,30,0,1,1,0,70,False,False
983,63,1,2021,100,10,0,1,0,0,90,False,False
984,63,1,2022,100,5,0,0,0,0,95,False,False
985,63,1,2023,100,10,0,0,0,0,90,False,False
986,63,2,2017,100,20,1,1,0,0,80,False,False
987,63,2,2018,100,20,0,0,1,0,80,False,False
988,63,2,2019,100,15,0,1,0,0,85,False,False
989,63,2,2020,100,10,0,1,0,0,90,False,False
990,63,2,2021,100,10,0,1,0,0,90,False,False
991,63,3,2017,100,10,1,0,0,0,90,False,False
992,63,3,2018,100,10,1,0,0,0,90,False,False
993,63,3,2021,100,5,0,0,0,0,95,False,False
994,63,4,2017,100,10,0,0,0,0,90,False,False
995,63,4,2021,100,10,0,1,0,0,90,False,False
996,63,5,2018,100,10,0,1,0,0,90,False,False
997,63,5,2021,100,10,0,1,0,0,90,False,False
998,63,6,2019,100,5,0,0,0,0,95,False,False
999,63,6,2021,100,20,0,1,0,0,80,False,False
1000,63,7,2021,100,10,0,1,0,0,90,False,False
1001,63,9,2017,100,20,0,0,1,0,80,False,False
1002,63,9,2018,100,30,1,2,0,0,70,False,False
1003,63,9,2019,100,10,0,1,0,0,90,False,False
1004,63,9,2021,100,10,1,0,0,0,90,False,False
1005,63,9,2022,100,10,1,0,0,0,90,False,False
1006,63,10,2018,100,20,0,0,0,0,80,False,False
1007,63,11,2019,100,5,0,0,0,0,95,False,False
1008,63,11,2020,100,10,0,0,0,0,90,False,False
1009,63,12,2016,100,20,0,0,1,0,80,False,False
1010,63,12,2018,100,10,0,0,0,0,90,False,False
1011,63,12,2019,100,10,0,1,0,0,90,False,False
1012,63,12,2021,100,30,0,3,0,0,70,False,False
1013,63,12,2022,100,10,0,0,0,0,90,False,False
1014,64,1,2020,100,10,0,1,0,0,90,False,False
1015,64,1,2023,100,10,1,0,0,0,90,False,False
1016,64,2,2023,100,40,0,0,1,0,60,True,False
1017,64,5,2019,100,10,1,0,0,0,90,False,False
1018,64,5,2023,100,10,0,1,0,0,90,False,False
1019,64,7,2017,100,10,1,0,0,0,90,False,False
1020,64,7,2018,100,10,1,0,0,0,90,False,False
1021,64,7,2019,100,5,0,0,0,0,95,False,False
1022,64,7,2022,100,30,0,1,0,0,70,False,False
1023,64,8,2019,100,5,0,0,0,0,95,False,False
