ActivityID,JobID,ActivityNo,ActivityTypeID,DiagnosticResult,RepeatFault,WarrantyIndicator,ActivityStatus
556,147,1,3,Tyre replacement required,True,False,In Progress
557,147,2,2,Normal wear detected,True,False,Completed
558,147,3,11,Engine oil replacement,True,False,Pending
559,147,4,10,Electrical fault identified,True,False,Completed
560,147,5,6,Engine oil replacement,False,False,Completed
561,148,1,10,Brake system inspection,True,False,Completed
562,148,2,6,Brake system inspection,True,False,Completed
563,148,3,12,Tyre replacement required,True,False,Completed
564,148,4,8,Electrical fault identified,False,False,Completed
565,148,5,6,Normal wear detected,True,False,Completed
566,149,1,2,Normal wear detected,True,False,In Progress
567,149,2,7,Cooling system checked,True,False,Completed
568,149,3,8,Electrical fault identified,True,False,In Progress
569,149,4,1,Electrical fault identified,True,False,Completed
570,150,1,5,Tyre replacement required,True,False,Completed
571,150,2,12,Electrical fault identified,True,True,Completed
572,150,3,1,Tyre replacement required,True,False,Completed
573,150,4,11,Brake system inspection,True,False,In Progress
574,150,5,12,Brake system inspection,True,False,In Progress
575,150,6,6,Cooling system checked,True,False,Completed
576,151,1,1,Cooling system checked,False,False,In Progress
577,151,2,3,Cooling system checked,True,False,Completed
578,152,1,7,Tyre replacement required,True,True,Completed
579,152,2,8,Tyre replacement required,False,False,In Progress
580,152,3,10,Brake system inspection,True,False,Completed
581,152,4,10,Cooling system checked,True,False,Completed
582,153,1,11,Cooling system checked,True,False,Pending
583,153,2,12,Engine oil replacement,True,False,Completed
584,153,3,4,Routine preventive maintenance,True,False,Completed
585,153,4,5,Brake system inspection,False,False,Completed
586,153,5,9,Electrical fault identified,True,True,Pending
587,154,1,9,Cooling system checked,False,False,Completed
588,154,2,4,Routine preventive maintenance,True,False,Completed
589,154,3,11,Routine preventive maintenance,True,False,Completed
590,154,4,10,Engine oil replacement,True,False,Completed
591,155,1,6,Brake system inspection,True,False,In Progress
592,155,2,8,Tyre replacement required,True,True,Pending
593,155,3,2,Electrical fault identified,True,False,In Progress
594,156,1,1,Routine preventive maintenance,True,False,Pending
595,156,2,1,Electrical fault identified,True,False,In Progress
596,156,3,5,Routine preventive maintenance,True,False,Pending
597,156,4,8,Engine oil replacement,True,False,In Progress
598,156,5,4,Electrical fault identified,True,False,Completed
599,157,1,5,Cooling system checked,False,False,Pending
600,157,2,8,Engine oil replacement,True,False,Completed
601,157,3,11,Tyre replacement required,True,False,Completed
602,157,4,10,Routine preventive maintenance,True,False,Pending
603,157,5,1,Engine oil replacement,True,True,Completed
604,158,1,3,Normal wear detected,False,False,Completed
605,158,2,7,Routine preventive maintenance,True,False,In Progress
606,159,1,8,Normal wear detected,True,False,Completed
607,159,2,9,Brake system inspection,True,False,In Progress
608,159,3,1,Tyre replacement required,True,False,Pending
609,159,4,4,Routine preventive maintenance,True,False,Completed
610,159,5,5,Electrical fault identified,True,False,Completed
611,160,1,2,Tyre replacement required,True,False,Pending
612,160,2,7,Normal wear detected,True,True,Pending
613,160,3,10,Cooling system checked,False,False,Completed
614,160,4,8,Normal wear detected,False,False,Completed
615,160,5,4,Normal wear detected,False,False,In Progress
616,160,6,6,Brake system inspection,True,False,In Progress
617,161,1,7,Brake system inspection,True,False,Completed
618,161,2,1,Engine oil replacement,False,False,Pending
619,162,1,4,Tyre replacement required,True,False,Completed
620,162,2,11,Tyre replacement required,True,False,Completed
621,163,1,3,Tyre replacement required,True,False,In Progress
622,163,2,8,Engine oil replacement,True,True,In Progress
623,163,3,8,Electrical fault identified,False,False,Completed
624,163,4,11,Tyre replacement required,True,False,Completed
625,163,5,1,Brake system inspection,False,True,Completed
626,164,1,12,Electrical fault identified,True,False,Completed
627,164,2,11,Brake system inspection,True,False,Completed
628,164,3,12,Cooling system checked,False,False,Completed
629,165,1,3,Brake system inspection,False,False,Completed
630,165,2,10,Engine oil replacement,True,False,Completed
631,165,3,1,Normal wear detected,True,False,Completed
632,166,1,8,Electrical fault identified,True,False,Completed
633,166,2,3,Electrical fault identified,True,False,Completed
634,166,3,8,Engine oil replacement,True,False,Completed
635,167,1,3,Cooling system checked,True,False,Completed
636,167,2,11,Tyre replacement required,False,False,In Progress
637,167,3,4,Tyre replacement required,False,False,Completed
638,168,1,9,Electrical fault identified,True,False,In Progress
639,168,2,10,Engine oil replacement,True,False,Completed
640,168,3,8,Cooling system checked,False,True,Completed
641,168,4,1,Normal wear detected,False,False,Completed
642,168,5,5,Brake system inspection,True,False,Completed
643,169,1,4,Normal wear detected,True,False,Completed
644,169,2,8,Normal wear detected,True,False,Completed
645,170,1,1,Tyre replacement required,True,False,In Progress
646,170,2,4,Normal wear detected,True,False,Completed
647,170,3,10,Normal wear detected,True,False,Completed
648,171,1,7,Brake system inspection,True,False,Completed
649,171,2,6,Brake system inspection,True,False,Completed
650,172,1,11,Brake system inspection,True,False,In Progress
651,172,2,6,Brake system inspection,True,False,Completed
652,172,3,11,Routine preventive maintenance,True,False,Completed
653,173,1,12,Engine oil replacement,True,False,Completed
654,173,2,9,Electrical fault identified,False,False,Completed
655,174,1,1,Tyre replacement required,False,False,Completed
656,174,2,10,Tyre replacement required,True,False,Completed
657,174,3,4,Normal wear detected,True,False,Pending
658,175,1,3,Tyre replacement required,True,False,In Progress
659,175,2,5,Normal wear detected,True,False,Completed
660,175,3,1,Tyre replacement required,True,False,Completed
661,175,4,9,Normal wear detected,True,False,Completed
662,175,5,3,Engine oil replacement,True,False,Completed
663,175,6,12,Tyre replacement required,True,False,Completed
664,176,1,7,Tyre replacement required,True,False,Completed
665,176,2,7,Routine preventive maintenance,True,False,Completed
666,176,3,8,Electrical fault identified,True,False,Pending
667,176,4,5,Cooling system checked,True,False,Completed
668,176,5,2,Normal wear detected,True,False,Completed
669,176,6,3,Engine oil replacement,False,False,Pending
670,177,1,3,Cooling system checked,True,False,Completed
671,177,2,7,Brake system inspection,True,False,Completed
672,178,1,3,Tyre replacement required,True,False,Completed
673,178,2,10,Electrical fault identified,True,False,Completed
674,178,3,8,Normal wear detected,True,False,In Progress
675,178,4,9,Routine preventive maintenance,True,False,Completed
676,178,5,12,Electrical fault identified,True,False,Completed
677,179,1,9,Brake system inspection,True,False,Completed
678,179,2,7,Electrical fault identified,False,False,Completed
679,180,1,1,Cooling system checked,True,False,Completed
680,180,2,1,Cooling system checked,True,False,In Progress
681,180,3,10,Tyre replacement required,False,False,Completed
682,180,4,2,Normal wear detected,True,False,In Progress
683,181,1,12,Normal wear detected,False,False,Completed
684,181,2,8,Brake system inspection,True,False,Completed
685,181,3,3,Cooling system checked,True,False,In Progress
686,181,4,7,Cooling system checked,True,True,Completed
687,181,5,4,Tyre replacement required,False,True,Pending
688,181,6,8,Engine oil replacement,True,False,Completed
689,182,1,4,Routine preventive maintenance,True,False,Pending
690,182,2,10,Cooling system checked,True,False,In Progress
691,182,3,12,Tyre replacement required,True,False,Completed
692,182,4,2,Normal wear detected,True,False,Pending
693,182,5,1,Cooling system checked,True,False,Completed
694,183,1,11,Normal wear detected,True,False,Completed
695,183,2,3,Routine preventive maintenance,True,False,Completed
696,183,3,8,Tyre replacement required,True,False,Completed
697,183,4,10,Brake system inspection,True,False,Completed
698,183,5,2,Normal wear detected,True,False,Completed
699,183,6,2,Normal wear detected,False,False,Completed
700,184,1,7,Routine preventive maintenance,False,False,Completed
701,184,2,8,Normal wear detected,True,False,In Progress
702,185,1,1,Cooling system checked,True,False,Completed
703,185,2,6,Electrical fault identified,True,False,Completed
704,185,3,1,Engine oil replacement,True,False,Completed
705,186,1,11,Normal wear detected,True,False,Completed
706,186,2,10,Electrical fault identified,False,False,In Progress
707,186,3,6,Tyre replacement required,True,False,Completed
708,186,4,11,Cooling system checked,True,False,Pending
709,186,5,11,Electrical fault identified,True,False,Completed
710,186,6,4,Routine preventive maintenance,True,False,Completed
711,187,1,5,Cooling system checked,True,False,Completed
712,187,2,10,Cooling system checked,True,False,Completed
713,188,1,1,Electrical fault identified,True,False,Pending
714,188,2,4,Electrical fault identified,True,False,Completed
715,188,3,7,Cooling system checked,True,False,Completed
716,189,1,9,Routine preventive maintenance,False,False,Completed
717,189,2,7,Electrical fault identified,True,False,Pending
718,189,3,5,Normal wear detected,True,False,Completed
719,189,4,11,Brake system inspection,True,False,In Progress
720,189,5,6,Tyre replacement required,True,False,Pending
721,190,1,5,Brake system inspection,True,False,Completed
722,190,2,6,Normal wear detected,True,False,Completed
723,190,3,10,Routine preventive maintenance,True,False,Completed
724,190,4,1,Brake system inspection,True,False,Completed
725,190,5,1,Cooling system checked,True,False,Completed
726,191,1,6,Brake system inspection,True,False,In Progress
727,191,2,6,Engine oil replacement,True,False,Completed
728,191,3,11,Brake system inspection,True,False,Completed
729,192,1,7,Routine preventive maintenance,True,False,Completed
730,192,2,11,Normal wear detected,True,False,In Progress
731,192,3,8,Normal wear detected,True,False,In Progress
732,192,4,11,Cooling system checked,False,False,Completed
733,193,1,7,Routine preventive maintenance,True,False,Completed
734,193,2,3,Brake system inspection,True,False,Completed
735,193,3,3,Routine preventive maintenance,True,False,Pending
736,193,4,3,Tyre replacement required,True,False,Completed
737,194,1,11,Brake system inspection,True,False,Completed
738,194,2,9,Brake system inspection,True,True,In Progress
739,194,3,1,Routine preventive maintenance,True,False,Completed
740,194,4,8,Normal wear detected,True,True,Pending
741,194,5,4,Routine preventive maintenance,True,False,Completed
742,194,6,2,Normal wear detected,False,False,Completed
743,195,1,3,Brake system inspection,True,False,Completed
744,195,2,2,Cooling system checked,True,True,Completed
745,195,3,3,Brake system inspection,True,False,Pending
746,195,4,3,Brake system inspection,True,False,In Progress
747,195,5,8,Routine preventive maintenance,True,False,Completed
748,196,1,7,Tyre replacement required,False,False,Completed
749,196,2,2,Brake system inspection,True,False,Completed
750,196,3,8,Routine preventive maintenance,True,False,Completed
751,196,4,6,Tyre replacement required,True,False,Completed
752,197,1,10,Engine oil replacement,True,False,Completed
753,197,2,8,Cooling system checked,True,False,In Progress
754,197,3,6,Routine preventive maintenance,True,False,Pending
755,197,4,2,Cooling system checked,True,False,Completed
756,197,5,1,Brake system inspection,True,True,Completed
757,198,1,7,Tyre replacement required,True,False,Completed
758,198,2,10,Normal wear detected,True,False,Completed
759,198,3,9,Electrical fault identified,True,True,Completed
760,198,4,11,Normal wear detected,True,True,In Progress
761,199,1,11,Brake system inspection,True,False,Completed
762,199,2,7,Electrical fault identified,True,False,Pending
763,199,3,2,Brake system inspection,False,False,In Progress
764,199,4,5,Engine oil replacement,True,False,Completed
765,199,5,7,Brake system inspection,True,False,Completed
766,200,1,12,Routine preventive maintenance,True,False,Completed
767,200,2,3,Routine preventive maintenance,True,False,Completed
768,200,3,1,Normal wear detected,True,True,In Progress
769,200,4,12,Tyre replacement required,True,True,In Progress
770,200,5,4,Normal wear detected,True,True,In Progress
771,200,6,12,Routine preventive maintenance,True,False,Completed
772,201,1,6,Cooling system checked,True,False,Completed
773,201,2,8,Cooling system checked,True,True,Completed
774,201,3,1,Cooling system checked,True,False,Pending
775,201,4,6,Electrical fault identified,True,False,Completed
776,201,5,3,Brake system inspection,True,False,Completed
777,201,6,4,Routine preventive maintenance,True,False,Completed
778,202,1,8,Tyre replacement required,True,False,Completed
779,202,2,9,Routine preventive maintenance,False,True,In Progress
780,203,1,5,Normal wear detected,True,True,Completed
781,203,2,5,Engine oil replacement,False,False,Completed
782,203,3,4,Routine preventive maintenance,True,True,Completed
783,203,4,4,Normal wear detected,True,False,In Progress
784,204,1,10,Tyre replacement required,False,False,In Progress
785,204,2,10,Engine oil replacement,True,False,Pending
786,204,3,6,Cooling system checked,True,False,Completed
787,204,4,8,Routine preventive maintenance,False,False,In Progress
788,205,1,4,Cooling system checked,True,False,In Progress
789,205,2,6,Brake system inspection,False,False,In Progress
790,205,3,5,Tyre replacement required,False,False,Completed
791,205,4,4,Brake system inspection,False,False,In Progress
792,206,1,5,Tyre replacement required,True,False,Completed
793,206,2,10,Tyre replacement required,True,False,Completed
794,206,3,10,Engine oil replacement,True,False,Completed
795,206,4,6,Cooling system checked,False,False,Completed
796,207,1,2,Tyre replacement required,True,False,Pending
797,207,2,12,Cooling system checked,True,True,In Progress
798,207,3,10,Normal wear detected,True,False,Completed
799,207,4,2,Electrical fault identified,False,True,Completed
800,207,5,9,Routine preventive maintenance,False,True,In Progress
801,208,1,2,Brake system inspection,True,False,Completed
802,208,2,8,Engine oil replacement,True,False,Pending
803,208,3,3,Tyre replacement required,True,False,In Progress
804,209,1,3,Electrical fault identified,True,False,Completed
805,209,2,10,Engine oil replacement,True,False,Completed
806,209,3,10,Engine oil replacement,True,True,Completed
807,210,1,10,Brake system inspection,False,False,Completed
808,210,2,7,Tyre replacement required,True,False,Pending
809,210,3,11,Electrical fault identified,True,False,Pending
810,210,4,7,Tyre replacement required,True,False,Completed
811,210,5,1,Electrical fault identified,True,False,Completed
812,210,6,10,Electrical fault identified,True,False,In Progress
813,211,1,4,Cooling system checked,True,False,Completed
814,211,2,5,Brake system inspection,True,False,Completed
815,212,1,2,Brake system inspection,True,False,Completed
816,212,2,11,Normal wear detected,False,True,Completed
817,212,3,1,Engine oil replacement,True,False,Completed
818,212,4,5,Routine preventive maintenance,False,False,Completed
819,212,5,5,Cooling system checked,True,False,In Progress
820,212,6,9,Electrical fault identified,True,False,Completed
821,213,1,7,Electrical fault identified,False,False,Completed
822,213,2,9,Electrical fault identified,True,False,Completed
823,213,3,2,Routine preventive maintenance,True,False,Completed
824,213,4,3,Normal wear detected,True,False,Pending
825,214,1,6,Routine preventive maintenance,False,False,In Progress
826,214,2,2,Engine oil replacement,True,False,In Progress
827,214,3,10,Cooling system checked,True,False,Completed
828,214,4,7,Engine oil replacement,True,False,Completed
829,214,5,4,Tyre replacement required,True,False,Completed
830,214,6,9,Tyre replacement required,True,False,Completed
831,215,1,8,Tyre replacement required,True,False,Completed
832,215,2,12,Cooling system checked,True,False,In Progress
833,215,3,10,Brake system inspection,False,False,In Progress
834,215,4,7,Normal wear detected,True,False,Completed
835,215,5,12,Cooling system checked,True,False,Completed
836,215,6,1,Engine oil replacement,False,False,In Progress
837,216,1,12,Routine preventive maintenance,True,False,Completed
838,216,2,6,Routine preventive maintenance,True,False,Completed
839,216,3,4,Brake system inspection,True,False,In Progress
840,216,4,1,Brake system inspection,False,False,Completed
841,216,5,7,Engine oil replacement,False,False,Pending
842,217,1,7,Tyre replacement required,True,False,Completed
843,217,2,7,Brake system inspection,True,False,Completed
844,217,3,5,Brake system inspection,True,False,Completed
845,217,4,5,Brake system inspection,True,False,In Progress
846,217,5,10,Brake system inspection,True,False,In Progress
847,218,1,3,Tyre replacement required,True,False,Completed
848,218,2,5,Brake system inspection,True,False,Completed
849,218,3,4,Cooling system checked,True,False,Completed
850,218,4,12,Cooling system checked,False,False,Pending
851,218,5,3,Normal wear detected,True,False,Completed
852,218,6,8,Normal wear detected,True,False,In Progress
853,219,1,3,Cooling system checked,True,True,Completed
854,219,2,12,Electrical fault identified,True,False,Completed
855,219,3,7,Engine oil replacement,True,False,Completed
856,219,4,9,Normal wear detected,True,False,Completed
857,219,5,4,Tyre replacement required,True,False,Pending
858,220,1,4,Routine preventive maintenance,True,False,Completed
859,220,2,10,Routine preventive maintenance,True,False,Completed
860,220,3,2,Normal wear detected,True,False,In Progress
861,220,4,10,Engine oil replacement,False,False,In Progress
862,220,5,1,Cooling system checked,True,False,Completed
863,220,6,12,Tyre replacement required,True,False,In Progress
864,221,1,11,Electrical fault identified,True,False,Completed
865,221,2,11,Normal wear detected,False,True,Completed
866,221,3,7,Tyre replacement required,True,False,Completed
867,222,1,6,Engine oil replacement,True,False,In Progress
868,222,2,8,Electrical fault identified,False,False,Pending
869,222,3,11,Tyre replacement required,True,False,Completed
870,222,4,9,Brake system inspection,True,False,In Progress
871,223,1,10,Routine preventive maintenance,True,False,In Progress
872,223,2,11,Cooling system checked,True,False,Completed
873,224,1,2,Tyre replacement required,True,False,Completed
874,224,2,6,Cooling system checked,True,False,Completed
875,225,1,5,Tyre replacement required,True,False,Completed
876,225,2,2,Electrical fault identified,True,False,In Progress
877,225,3,3,Tyre replacement required,True,False,In Progress
878,225,4,11,Tyre replacement required,True,False,Pending
879,225,5,11,Routine preventive maintenance,True,False,Completed
880,225,6,8,Routine preventive maintenance,False,False,Completed
881,226,1,7,Tyre replacement required,True,True,Pending
882,226,2,6,Tyre replacement required,True,False,Completed
883,226,3,6,Engine oil replacement,False,False,Completed
884,226,4,6,Brake system inspection,True,False,In Progress
885,227,1,4,Brake system inspection,False,True,Completed
886,227,2,5,Engine oil replacement,True,False,Pending
887,227,3,5,Routine preventive maintenance,False,False,Completed
888,227,4,9,Engine oil replacement,True,False,Pending
889,228,1,12,Brake system inspection,True,True,Pending
890,228,2,7,Tyre replacement required,True,False,Completed
891,228,3,5,Normal wear detected,True,True,Completed
892,228,4,9,Tyre replacement required,True,False,Completed
893,229,1,2,Brake system inspection,False,True,Completed
894,229,2,4,Normal wear detected,True,False,Completed
895,230,1,6,Brake system inspection,True,False,Completed
896,230,2,1,Electrical fault identified,True,False,In Progress
897,230,3,6,Engine oil replacement,True,False,Completed
898,230,4,3,Routine preventive maintenance,True,False,Pending
899,231,1,2,Routine preventive maintenance,True,False,Completed
900,231,2,9,Normal wear detected,True,False,Completed
901,231,3,5,Electrical fault identified,True,False,Completed
902,231,4,9,Routine preventive maintenance,True,False,Completed
903,232,1,4,Normal wear detected,False,False,Completed
904,232,2,2,Cooling system checked,True,False,Completed
905,232,3,12,Routine preventive maintenance,False,False,In Progress
906,232,4,5,Electrical fault identified,True,False,Completed
907,232,5,9,Engine oil replacement,True,False,Completed
908,233,1,10,Engine oil replacement,True,True,In Progress
909,233,2,1,Brake system inspection,True,False,Completed
910,234,1,4,Cooling system checked,False,False,Completed
911,234,2,12,Brake system inspection,True,False,Completed
912,234,3,8,Brake system inspection,True,False,Completed
913,235,1,11,Routine preventive maintenance,True,True,Completed
914,235,2,5,Brake system inspection,True,False,In Progress
915,235,3,3,Tyre replacement required,True,False,Completed
916,236,1,5,Normal wear detected,True,False,In Progress
917,236,2,12,Cooling system checked,True,False,Pending
918,237,1,7,Normal wear detected,True,False,Completed
919,237,2,6,Normal wear detected,True,False,Pending
920,237,3,12,Electrical fault identified,True,False,Completed
921,237,4,9,Normal wear detected,True,True,Completed
922,237,5,8,Brake system inspection,True,False,Pending
923,237,6,10,Electrical fault identified,True,False,Completed
924,238,1,10,Routine preventive maintenance,True,False,Completed
925,238,2,3,Tyre replacement required,True,False,Completed
926,238,3,7,Cooling system checked,True,False,Completed
927,239,1,2,Electrical fault identified,True,False,Completed
928,239,2,9,Routine preventive maintenance,True,False,Completed
929,239,3,3,Engine oil replacement,True,False,Completed
930,239,4,10,Engine oil replacement,True,False,In Progress
931,240,1,10,Engine oil replacement,True,False,Pending
932,240,2,9,Engine oil replacement,True,False,Completed
933,240,3,3,Electrical fault identified,True,False,Completed
934,240,4,4,Brake system inspection,True,False,Completed
935,240,5,5,Engine oil replacement,True,False,Pending
936,241,1,1,Electrical fault identified,True,True,In Progress
937,241,2,12,Tyre replacement required,True,False,In Progress
938,241,3,2,Engine oil replacement,True,False,Completed
939,241,4,3,Normal wear detected,True,True,Completed
940,242,1,12,Cooling system checked,True,False,Pending
941,242,2,10,Brake system inspection,False,False,In Progress
942,242,3,11,Engine oil replacement,True,False,In Progress
943,242,4,10,Engine oil replacement,False,False,Completed
944,242,5,2,Brake system inspection,True,False,Completed
945,242,6,4,Engine oil replacement,False,False,Pending
946,243,1,12,Engine oil replacement,True,False,Completed
947,243,2,10,Routine preventive maintenance,False,False,Completed
948,243,3,11,Engine oil replacement,True,False,Completed
949,243,4,4,Brake system inspection,True,False,Completed
950,243,5,5,Routine preventive maintenance,True,False,Completed
951,244,1,11,Engine oil replacement,True,False,Completed
952,244,2,3,Engine oil replacement,True,False,Completed
953,245,1,9,Cooling system checked,True,False,Completed
954,245,2,12,Cooling system checked,True,False,Pending
955,245,3,9,Tyre replacement required,True,False,Completed
956,246,1,12,Normal wear detected,True,False,Completed
957,246,2,3,Electrical fault identified,True,False,Completed
958,247,1,1,Routine preventive maintenance,True,False,Completed
959,247,2,6,Electrical fault identified,True,True,Pending
960,247,3,2,Electrical fault identified,True,False,Completed
961,247,4,5,Normal wear detected,False,False,Completed
962,247,5,1,Electrical fault identified,True,False,Completed
963,247,6,4,Brake system inspection,True,False,Pending
964,248,1,11,Engine oil replacement,True,False,Completed
965,248,2,6,Cooling system checked,True,False,Completed
966,249,1,10,Engine oil replacement,True,False,In Progress
967,249,2,6,Cooling system checked,False,False,Completed
968,250,1,7,Electrical fault identified,False,False,Completed
969,250,2,5,Electrical fault identified,True,False,Completed
970,251,1,9,Cooling system checked,True,True,Completed
971,251,2,10,Cooling system checked,True,False,Completed
972,251,3,3,Engine oil replacement,True,False,Completed
973,252,1,6,Routine preventive maintenance,True,False,Completed
974,252,2,6,Electrical fault identified,True,False,Completed
975,252,3,7,Engine oil replacement,True,False,Completed
976,253,1,9,Cooling system checked,True,False,Completed
977,253,2,5,Tyre replacement required,True,False,Completed
978,254,1,1,Routine preventive maintenance,True,False,Completed
979,254,2,10,Tyre replacement required,True,True,Pending
980,255,1,12,Cooling system checked,True,False,In Progress
981,255,2,6,Tyre replacement required,True,False,Completed
982,255,3,11,Brake system inspection,True,False,Completed
983,255,4,8,Brake system inspection,True,False,Pending
984,255,5,1,Electrical fault identified,True,False,Completed
985,255,6,6,Brake system inspection,True,False,Pending
986,256,1,6,Engine oil replacement,True,False,Completed
987,256,2,8,Engine oil replacement,True,False,Completed
988,256,3,12,Routine preventive maintenance,True,False,Completed
989,256,4,8,Engine oil replacement,True,False,Pending
990,257,1,10,Engine oil replacement,False,False,Completed
991,257,2,5,Routine preventive maintenance,True,False,Pending
992,258,1,3,Routine preventive maintenance,True,True,Completed
993,258,2,10,Routine preventive maintenance,True,False,Completed
994,258,3,8,Tyre replacement required,False,False,Completed
995,258,4,3,Normal wear detected,True,False,Completed
996,258,5,2,Cooling system checked,True,False,Completed
997,259,1,2,Cooling system checked,True,False,Pending
998,259,2,4,Brake system inspection,True,False,Completed
999,260,1,7,Engine oil replacement,False,False,Completed
1000,260,2,9,Tyre replacement required,False,True,Completed
1001,260,3,1,Engine oil replacement,True,True,Completed
1002,260,4,12,Routine preventive maintenance,True,False,Pending
1003,261,1,6,Tyre replacement required,True,False,Completed
1004,261,2,3,Normal wear detected,True,False,In Progress
1005,261,3,6,Engine oil replacement,True,False,In Progress
1006,262,1,1,Brake system inspection,False,False,In Progress
1007,262,2,3,Brake system inspection,True,False,Completed
1008,262,3,1,Engine oil replacement,False,False,Completed
1009,262,4,7,Electrical fault identified,False,False,Completed
1010,263,1,12,Brake system inspection,True,False,Completed
1011,263,2,8,Routine preventive maintenance,True,True,Completed
1012,263,3,4,Brake system inspection,True,False,Completed
1013,264,1,7,Normal wear detected,True,False,Completed
1014,264,2,10,Normal wear detected,True,False,Pending
1015,264,3,1,Electrical fault identified,False,False,Completed
1016,264,4,12,Tyre replacement required,True,False,Completed
1017,264,5,7,Routine preventive maintenance,True,False,In Progress
1018,264,6,11,Tyre replacement required,False,True,In Progress
1019,265,1,6,Brake system inspection,True,False,Completed
1020,265,2,10,Normal wear detected,True,False,Completed
1021,265,3,1,Tyre replacement required,True,False,Completed
1022,266,1,8,Engine oil replacement,False,False,Pending
1023,266,2,3,Engine oil replacement,True,False,Completed
1024,266,3,12,Cooling system checked,True,False,Completed
1025,267,1,9,Cooling system checked,False,False,Completed
1026,267,2,11,Engine oil replacement,True,False,Completed
1027,267,3,10,Tyre replacement required,False,False,Pending
1028,268,1,8,Tyre replacement required,True,False,Completed
1029,268,2,9,Tyre replacement required,True,False,Completed
1030,268,3,12,Cooling system checked,True,False,In Progress
1031,269,1,2,Routine preventive maintenance,False,False,Pending
1032,269,2,6,Tyre replacement required,True,False,Pending
1033,269,3,7,Cooling system checked,True,False,In Progress
1034,269,4,9,Routine preventive maintenance,True,True,Pending
1035,270,1,1,Engine oil replacement,True,False,In Progress
1036,270,2,6,Electrical fault identified,True,False,Completed
1037,270,3,1,Tyre replacement required,False,False,Pending
1038,270,4,11,Tyre replacement required,False,False,Pending
1039,271,1,10,Engine oil replacement,True,False,Completed
1040,271,2,10,Normal wear detected,False,False,Completed
1041,271,3,4,Tyre replacement required,True,False,In Progress
1042,271,4,11,Electrical fault identified,False,False,Completed
1043,271,5,2,Engine oil replacement,True,False,In Progress
1044,272,1,7,Cooling system checked,True,False,In Progress
1045,272,2,2,Tyre replacement required,True,False,In Progress
1046,272,3,7,Engine oil replacement,True,False,Completed
1047,272,4,7,Brake system inspection,False,False,Completed
1048,273,1,3,Cooling system checked,True,False,Completed
1049,273,2,11,Tyre replacement required,False,False,Completed
1050,273,3,7,Brake system inspection,True,False,Completed
1051,273,4,12,Brake system inspection,True,False,Pending
1052,273,5,3,Cooling system checked,True,False,Completed
1053,274,1,7,Electrical fault identified,True,False,In Progress
1054,274,2,10,Electrical fault identified,True,False,Completed
1055,274,3,5,Cooling system checked,False,False,Completed
1056,275,1,11,Electrical fault identified,True,False,Pending
1057,275,2,4,Tyre replacement required,True,False,Completed
1058,275,3,1,Cooling system checked,True,False,Completed
1059,276,1,12,Electrical fault identified,False,False,Completed
1060,276,2,8,Brake system inspection,True,False,Completed
1061,276,3,4,Normal wear detected,True,False,Completed
1062,276,4,7,Tyre replacement required,True,False,Completed
1063,276,5,2,Cooling system checked,False,False,Completed
1064,277,1,1,Tyre replacement required,True,False,In Progress
1065,277,2,5,Electrical fault identified,True,False,Completed
1066,277,3,4,Normal wear detected,True,False,Completed
1067,277,4,12,Electrical fault identified,False,False,Completed
1068,277,5,8,Tyre replacement required,False,False,Completed
1069,278,1,12,Routine preventive maintenance,True,False,In Progress
1070,278,2,9,Normal wear detected,True,False,Completed
1071,279,1,12,Engine oil replacement,True,False,Completed
1072,279,2,2,Electrical fault identified,True,False,Completed
1073,280,1,8,Electrical fault identified,True,False,Completed
1074,280,2,6,Normal wear detected,True,True,In Progress
1075,280,3,4,Cooling system checked,True,False,Pending
1076,280,4,1,Electrical fault identified,False,True,In Progress
1077,280,5,10,Routine preventive maintenance,True,False,Completed
1078,280,6,5,Routine preventive maintenance,True,False,Completed
1079,281,1,8,Tyre replacement required,True,False,Completed
1080,281,2,8,Tyre replacement required,True,False,Completed
1081,281,3,11,Cooling system checked,True,False,Completed
1082,281,4,7,Normal wear detected,True,True,Completed
1083,281,5,7,Cooling system checked,False,False,Completed
1084,281,6,9,Brake system inspection,True,False,Completed
1085,282,1,4,Normal wear detected,False,False,Completed
1086,282,2,3,Routine preventive maintenance,False,False,Completed
1087,282,3,2,Electrical fault identified,True,False,Completed
1088,282,4,11,Electrical fault identified,True,False,Completed
1089,282,5,11,Cooling system checked,False,False,Completed
1090,282,6,12,Routine preventive maintenance,True,False,Completed
1091,283,1,3,Normal wear detected,False,True,In Progress
1092,283,2,7,Electrical fault identified,True,False,Completed
1093,283,3,2,Brake system inspection,True,True,Completed
1094,283,4,10,Cooling system checked,True,False,Completed
1095,284,1,8,Cooling system checked,True,False,Completed
1096,284,2,6,Electrical fault identified,True,False,Pending
1097,284,3,3,Engine oil replacement,True,False,Completed
1098,285,1,11,Electrical fault identified,True,False,Completed
1099,285,2,1,Electrical fault identified,True,True,Completed
1100,285,3,3,Electrical fault identified,True,False,In Progress
1101,285,4,4,Electrical fault identified,True,False,Completed
1102,285,5,12,Routine preventive maintenance,True,False,Completed
1103,285,6,1,Tyre replacement required,True,False,Completed
1104,286,1,10,Electrical fault identified,False,False,Completed
1105,286,2,11,Cooling system checked,True,False,Completed
1106,286,3,11,Engine oil replacement,True,False,Completed
1107,286,4,5,Electrical fault identified,True,False,Completed
