EventID,EventTimestamp,VIN,DriverID,DepotID,EventTypeID,SeverityID,Odometer,ReviewStatus
4270,2019-03-27 10:22:01,SMLVFX45EUJ6CCATB,60,1,2,2,274263,Reviewed
2316,2019-03-27 12:31:49,ER768UZ8R20UCMP2R,114,2,2,2,203806,Pending
1913,2019-03-27 14:56:05,CW5PJ0UP7D836KVC9,109,3,5,1,204230,Reviewed
3654,2019-03-27 15:48:42,N58WACU49LNZ3UWHP,152,1,5,1,311798,Reviewed
3557,2019-03-28 12:27:01,MM5R62NGXCFXT3E5V,95,2,7,1,137814,Reviewed
25,2019-03-29 01:41:28,0BCFJC47PRPLNDA0C,161,2,3,3,77654,Reviewed
2103,2019-03-30 03:07:51,DE20VBLDKWL9RVK5G,121,2,1,2,206816,Pending
4931,2019-03-30 21:16:21,WF0TYJ0WWW4CA1HYT,100,2,5,1,518765,Pending
772,2019-03-30 23:27:59,5JKVLR98TL9SFCRL7,36,3,7,1,235405,Pending
3045,2019-03-31 01:26:35,K884DGY9BM92G4VW3,16,3,2,2,16982,Pending
561,2019-03-31 02:06:05,4BE80NA8N0YC45ANC,205,3,5,1,176704,Pending
2600,2019-04-01 04:58:05,G4C8K6E18FRZ2ADLD,56,3,2,2,180673,Pending
3784,2019-04-01 16:36:39,NPY3J9UAN0S2MVLJA,132,3,6,3,226311,Reviewed
944,2019-04-02 05:32:32,6FWFV3EEGFV5B9TMU,11,4,2,2,516924,Pending
4988,2019-04-02 10:57:37,WPSK2DJTXEDBCZ9NZ,72,3,3,3,103799,Reviewed
4986,2019-04-03 15:45:05,WPSK2DJTXEDBCZ9NZ,72,3,7,1,104027,Reviewed
5217,2019-04-03 23:13:47,XX5FKNKMWSZDC1AW9,22,1,2,2,75758,Reviewed
3370,2019-04-03 23:43:05,LK8AGU7D20HXZ9GEC,12,4,2,2,120478,Reviewed
3010,2019-04-06 11:59:27,K5ADFWER3J0T35MCE,176,2,2,2,172929,Pending
4753,2019-04-06 12:41:29,VJV8M2T01S1MEVG69,194,1,4,2,193664,Pending
4664,2019-04-06 16:26:36,UUHTLMXA6UJ4LPT14,11,4,2,2,438188,Pending
560,2019-04-06 17:37:25,4BE80NA8N0YC45ANC,205,3,2,2,177604,Reviewed
1483,2019-04-07 05:33:18,9921V3E7AUXZAM2N1,68,3,4,2,80085,Pending
2917,2019-04-07 11:21:17,JSZ4PDTY4NYXKDC9Y,147,3,5,1,124772,Pending
663,2019-04-07 13:11:30,5012L6TPBNRT4SU46,3,4,1,2,14287,Reviewed
229,2019-04-08 05:14:11,20V9JUZFJJEFKK2M8,109,3,4,2,26514,Pending
4975,2019-04-08 07:39:22,WNYNRTW8DKMV6W4RL,10,3,2,2,60614,Pending
1482,2019-04-08 11:14:47,9921V3E7AUXZAM2N1,68,3,4,2,83049,Pending
3508,2019-04-08 18:17:47,MF9RML9LN2R0XVH27,184,2,5,1,35283,Pending
1655,2019-04-09 12:30:29,AUSZZW48DHA6V7HC4,16,3,2,2,25300,Pending
4990,2019-04-10 00:42:15,WPSK2DJTXEDBCZ9NZ,72,3,4,2,104619,Pending
766,2019-04-10 11:53:30,5JKVLR98TL9SFCRL7,36,3,4,2,232663,Pending
3507,2019-04-12 20:40:32,MF9RML9LN2R0XVH27,184,2,5,1,36382,Pending
3785,2019-04-13 08:27:46,NPY3J9UAN0S2MVLJA,132,3,1,2,225285,Pending
700,2019-04-13 12:58:40,52971462H3HGJ12ZE,24,3,2,2,17085,Pending
1200,2019-04-13 17:00:41,7H6ZVJ7ZKUYF5AGE4,183,4,4,2,213610,Pending
5066,2019-04-14 02:39:47,X7XWZ9TMJS312PW68,133,2,8,2,238878,Pending
3006,2019-04-14 07:48:52,K5ADFWER3J0T35MCE,176,2,6,3,173599,Reviewed
4271,2019-04-14 17:32:01,SMLVFX45EUJ6CCATB,60,1,1,2,272219,Pending
1199,2019-04-15 00:20:05,7H6ZVJ7ZKUYF5AGE4,183,4,4,2,212313,Pending
5064,2019-04-16 08:53:40,X7XWZ9TMJS312PW68,133,2,5,1,237696,Pending
96,2019-04-17 07:01:32,0RFE8E5VNL0VXYPL4,101,3,1,2,290825,Pending
4829,2019-04-17 16:40:58,W0B1PHH5BTK31LWZL,201,2,2,2,197276,Reviewed
2101,2019-04-18 15:38:06,DE20VBLDKWL9RVK5G,121,2,6,3,210764,Pending
767,2019-04-19 14:03:49,5JKVLR98TL9SFCRL7,36,3,2,2,235728,Pending
949,2019-04-21 13:56:34,6FWFV3EEGFV5B9TMU,11,4,2,2,520846,Pending
4272,2019-04-21 20:59:41,SMLVFX45EUJ6CCATB,60,1,3,3,275433,Pending
304,2019-04-22 13:21:58,2KDHWLH87J0C58CV5,139,4,2,2,196645,Pending
4275,2019-04-22 21:55:36,SMLVFX45EUJ6CCATB,60,1,4,2,272059,Pending
1757,2019-04-23 02:04:40,BH4P6S1WTYPWCYEK5,187,4,5,1,115655,Pending
3009,2019-04-23 04:56:07,K5ADFWER3J0T35MCE,176,2,8,2,171937,Reviewed
2346,2019-04-23 21:01:22,ETAM4BE52T8V80E1R,11,1,2,2,444016,Pending
2598,2019-04-24 06:43:55,G4C8K6E18FRZ2ADLD,56,3,1,2,182819,Pending
2344,2019-04-25 09:11:42,ETAM4BE52T8V80E1R,11,1,2,2,443985,Reviewed
355,2019-04-25 19:55:30,2TL80Y4DE7NRXGPCP,195,1,4,2,207694,Pending
3612,2019-04-26 08:00:11,MYLWZ4RLE3FJS92BM,189,4,5,1,117726,Pending
5310,2019-04-27 02:00:46,YRKXRG5K3Z77079WX,161,2,5,1,512648,Pending
1253,2019-04-27 15:45:05,7V2NUMJTTD9S47NPV,96,1,2,2,113249,Pending
3988,2019-04-27 17:22:51,R349CYB09UXN7N2ZB,112,1,1,2,111262,Pending
3563,2019-04-28 08:30:44,MVMZJ124GWE50UJ2K,164,3,2,2,77681,Pending
2577,2019-04-28 18:39:46,G2VD58M3S6Y2P82TJ,109,3,2,2,136171,Reviewed
3422,2019-04-29 12:33:31,LMS15FBT5XWU4F3E3,205,3,4,2,252789,Pending
667,2019-04-29 14:28:28,5012L6TPBNRT4SU46,3,4,2,2,15556,Reviewed
1564,2019-05-01 04:39:21,A7YFH0MD13VPYNW1Z,112,1,1,2,57185,Reviewed
1166,2019-05-02 10:54:11,7DLAS0SXJYLBXR896,11,1,2,2,485662,Reviewed
4804,2019-05-03 09:47:20,VTVUSVFBJWNZ2KCWE,194,1,2,2,405225,Reviewed
2529,2019-05-04 12:31:34,FUU1HAAKZUU4JMK70,114,2,1,2,281650,Pending
769,2019-05-04 15:33:08,5JKVLR98TL9SFCRL7,36,3,6,3,236291,Pending
3509,2019-05-04 16:23:39,MF9RML9LN2R0XVH27,184,2,3,3,38421,Pending
5119,2019-05-05 02:25:51,XJM3C8SJ0K4C9YBPN,174,3,1,2,242665,Reviewed
559,2019-05-05 06:01:23,4BE80NA8N0YC45ANC,205,3,5,1,175953,Reviewed
3590,2019-05-05 18:17:28,MXLMA6GMDTCTFETFY,147,4,4,2,108371,Reviewed
5121,2019-05-06 23:22:57,XJM3C8SJ0K4C9YBPN,174,3,2,2,246250,Pending
3613,2019-05-07 14:17:24,MYLWZ4RLE3FJS92BM,189,4,2,2,116448,Pending
602,2019-05-07 17:24:19,4M55H0PLNNUYSGN74,64,4,1,2,284218,Pending
1531,2019-05-07 23:55:31,9R976K55DMCYYBX01,8,3,4,2,502911,Pending
4840,2019-05-08 05:38:34,W1LVYBJ9VV3BL8AMK,127,2,2,2,279100,Pending
3753,2019-05-08 13:34:34,NKFGB7W81LKY2U9YK,99,1,3,3,83746,Reviewed
1762,2019-05-08 15:55:44,BH4P6S1WTYPWCYEK5,187,4,6,3,112896,Pending
2347,2019-05-08 23:58:16,ETAM4BE52T8V80E1R,11,1,2,2,439314,Pending
3445,2019-05-09 13:03:06,M1X3C20A1CW7MZZCJ,164,3,6,3,57013,Reviewed
3007,2019-05-09 18:05:31,K5ADFWER3J0T35MCE,176,2,2,2,171376,Pending
2102,2019-05-09 20:45:31,DE20VBLDKWL9RVK5G,121,2,1,2,209478,Pending
1725,2019-05-09 21:20:46,BBU883LKMFU6TW977,71,3,2,2,168487,Reviewed
4989,2019-05-10 11:35:44,WPSK2DJTXEDBCZ9NZ,72,3,4,2,105353,Pending
1625,2019-05-10 14:06:59,AR5JRH7876PB91TRP,99,1,5,1,155557,Reviewed
307,2019-05-11 13:16:10,2KDHWLH87J0C58CV5,139,4,5,1,199045,Pending
1198,2019-05-11 21:51:16,7H6ZVJ7ZKUYF5AGE4,183,4,4,2,215789,Pending
465,2019-05-12 07:28:12,3T1VPKRK7ZUXNYEUG,99,1,5,1,642333,Pending
4876,2019-05-13 11:02:44,W4BJ4BSSS87HZNJUR,131,2,1,2,83341,Pending
3614,2019-05-15 01:01:02,MYLWZ4RLE3FJS92BM,189,4,4,2,118765,Reviewed
2574,2019-05-15 02:30:14,G2VD58M3S6Y2P82TJ,109,3,8,2,138680,Pending
3003,2019-05-15 14:32:02,K5ADFWER3J0T35MCE,176,2,1,2,171526,Pending
2100,2019-05-15 15:13:54,DE20VBLDKWL9RVK5G,121,2,7,1,212290,Pending
4565,2019-05-16 20:44:31,TZZUEAG4ARUM9Y798,56,3,8,2,48546,Pending
4724,2019-05-17 01:33:44,VECRMWSXRSP3LNFHY,100,2,2,2,196778,Reviewed
306,2019-05-17 10:03:35,2KDHWLH87J0C58CV5,139,4,5,1,197307,Pending
5397,2019-05-18 14:37:59,ZDAWDDGS4RBEP944V,71,2,2,2,221405,Pending
1566,2019-05-18 21:15:46,A7YFH0MD13VPYNW1Z,112,1,4,2,55359,Reviewed
4570,2019-05-20 09:08:40,TZZUEAG4ARUM9Y798,56,3,1,2,51261,Pending
308,2019-05-20 23:05:11,2KDHWLH87J0C58CV5,139,4,4,2,196365,Reviewed
3005,2019-05-21 03:53:39,K5ADFWER3J0T35MCE,176,2,2,2,170095,Pending
4564,2019-05-21 22:27:37,TZZUEAG4ARUM9Y798,56,3,4,2,51729,Reviewed
2250,2019-05-21 23:06:02,EKHNMK8FXSRK1ZEKN,72,3,1,2,83355,Pending
3754,2019-05-22 01:08:30,NKFGB7W81LKY2U9YK,99,1,3,3,83530,Pending
3504,2019-05-22 14:15:05,MF9RML9LN2R0XVH27,184,2,8,2,35255,Reviewed
1478,2019-05-23 09:05:52,9921V3E7AUXZAM2N1,164,3,2,2,79075,Reviewed
2720,2019-05-23 12:48:46,GT3ZFK8GX9C5HJKV3,67,1,2,2,165599,Pending
1202,2019-05-24 07:25:23,7H6ZVJ7ZKUYF5AGE4,183,4,3,3,214938,Pending
3760,2019-05-24 21:40:34,NKFGB7W81LKY2U9YK,179,1,4,2,81239,Reviewed
305,2019-05-24 22:20:01,2KDHWLH87J0C58CV5,139,4,2,2,197797,Reviewed
1201,2019-05-24 23:42:30,7H6ZVJ7ZKUYF5AGE4,183,4,2,2,216621,Pending
1653,2019-05-25 02:41:46,AUSZZW48DHA6V7HC4,16,3,2,2,22062,Pending
768,2019-05-25 11:37:37,5JKVLR98TL9SFCRL7,36,3,4,2,236735,Pending
2167,2019-05-26 17:37:47,E6A9HL2847TVVDSFJ,95,2,1,2,440327,Pending
3990,2019-05-27 13:12:58,R349CYB09UXN7N2ZB,112,1,1,2,110598,Pending
2999,2019-05-28 01:50:44,K5ADFWER3J0T35MCE,57,2,4,2,173435,Pending
4269,2019-05-28 09:03:12,SMLVFX45EUJ6CCATB,60,1,2,2,273241,Pending
3008,2019-05-29 11:03:03,K5ADFWER3J0T35MCE,176,2,1,2,172722,Pending
228,2019-05-29 21:22:29,20V9JUZFJJEFKK2M8,109,3,4,2,27269,Reviewed
2770,2019-05-31 00:08:43,H3TP29W59B1W2CCPF,99,1,1,2,300936,Reviewed
3657,2019-06-01 02:06:59,N58WACU49LNZ3UWHP,152,1,1,2,311158,Pending
2127,2019-06-01 10:41:52,DX6MM7HDAP13UB35J,196,2,3,3,210635,Pending
2601,2019-06-02 20:31:55,G4C8K6E18FRZ2ADLD,56,3,6,3,179132,Pending
1568,2019-06-03 14:52:10,A7YFH0MD13VPYNW1Z,112,1,7,1,57362,Pending
1479,2019-06-06 06:12:19,9921V3E7AUXZAM2N1,164,3,7,1,84669,Pending
3987,2019-06-06 10:28:07,R349CYB09UXN7N2ZB,112,1,1,2,112459,Pending
3510,2019-06-07 14:20:42,MF9RML9LN2R0XVH27,184,2,1,2,33464,Pending
2105,2019-06-08 02:18:15,DE20VBLDKWL9RVK5G,95,2,2,2,210867,Reviewed
1565,2019-06-08 06:29:12,A7YFH0MD13VPYNW1Z,112,1,2,2,59930,Pending
835,2019-06-08 09:23:00,5Z9HK12L1WCR7PSUN,71,2,6,3,581358,Reviewed
5216,2019-06-08 11:29:12,XX5FKNKMWSZDC1AW9,22,1,1,2,73254,Pending
2572,2019-06-10 11:56:14,G2VD58M3S6Y2P82TJ,109,3,1,2,136079,Pending
4979,2019-06-10 15:31:49,WNYNRTW8DKMV6W4RL,10,3,8,2,59167,Pending
2164,2019-06-10 16:25:51,E6A9HL2847TVVDSFJ,95,2,7,1,438068,Reviewed
557,2019-06-10 20:36:07,4BE80NA8N0YC45ANC,63,3,5,1,178996,Pending
2721,2019-06-11 05:26:32,GT3ZFK8GX9C5HJKV3,67,1,4,2,165055,Pending
3505,2019-06-12 02:18:38,MF9RML9LN2R0XVH27,184,2,1,2,36859,Pending
79,2019-06-12 14:54:14,0MRWHNDG5TPEDSXB2,143,3,5,1,66359,Pending
2099,2019-06-12 15:00:23,DE20VBLDKWL9RVK5G,121,2,4,2,206970,Pending
2575,2019-06-12 17:59:15,G2VD58M3S6Y2P82TJ,109,3,3,3,138424,Pending
3421,2019-06-13 01:33:24,LMS15FBT5XWU4F3E3,205,3,5,1,254280,Pending
1403,2019-06-13 07:42:59,8Z7TG15GGJXFD7ZYX,205,3,1,2,190836,Pending
1629,2019-06-13 16:39:50,AR5JRH7876PB91TRP,99,1,4,2,154389,Pending
4827,2019-06-13 19:57:46,W0B1PHH5BTK31LWZL,201,2,1,2,197204,Reviewed
2098,2019-06-13 21:30:37,DE20VBLDKWL9RVK5G,121,2,5,1,208104,Pending
5227,2019-06-14 05:31:46,XYJJ3JWSZHZ2UZ9LA,114,2,2,2,5472,Pending
3591,2019-06-14 09:44:41,MXLMA6GMDTCTFETFY,147,4,2,2,112176,Pending
3522,2019-06-15 07:53:37,MHZSFZ762ZY8NH8SS,133,2,2,2,17893,Pending
4838,2019-06-15 09:02:41,W1LVYBJ9VV3BL8AMK,127,2,8,2,279789,Reviewed
3002,2019-06-15 12:37:35,K5ADFWER3J0T35MCE,57,2,2,2,170864,Pending
4567,2019-06-16 03:37:21,TZZUEAG4ARUM9Y798,56,3,2,2,51389,Pending
946,2019-06-16 05:27:46,6FWFV3EEGFV5B9TMU,11,4,2,2,522068,Pending
3671,2019-06-16 05:58:16,N6W5ETCNAH89Z1EFV,119,3,3,3,139723,Pending
4987,2019-06-17 01:30:02,WPSK2DJTXEDBCZ9NZ,72,3,5,1,104996,Pending
2314,2019-06-17 05:56:57,ER768UZ8R20UCMP2R,114,2,8,2,203617,Reviewed
2190,2019-06-17 18:31:01,E8T3BB9S4Y1W4DY7V,62,3,7,1,31659,Pending
3004,2019-06-23 15:42:14,K5ADFWER3J0T35MCE,176,2,1,2,170462,Reviewed
4875,2019-06-26 00:00:47,W4BJ4BSSS87HZNJUR,131,2,2,2,78830,Reviewed
2492,2019-06-26 07:12:39,FKW0U8VEY3BC3EMPS,137,2,6,3,16125,Pending
2171,2019-06-27 16:32:41,E6A9HL2847TVVDSFJ,95,2,7,1,440602,Pending
1204,2019-06-29 04:46:25,7H6ZVJ7ZKUYF5AGE4,183,4,7,1,213859,Pending
2573,2019-06-29 08:35:24,G2VD58M3S6Y2P82TJ,109,3,5,1,137448,Pending
3506,2019-07-02 18:49:43,MF9RML9LN2R0XVH27,184,2,2,2,36720,Pending
5393,2019-07-03 05:58:34,ZDAWDDGS4RBEP944V,71,2,8,2,222027,Pending
2299,2019-07-03 21:39:42,EP0624VMNXDRSU83F,207,2,5,1,261742,Reviewed
2582,2019-07-03 22:57:17,G2VD58M3S6Y2P82TJ,181,3,3,3,133644,Reviewed
4151,2019-07-05 01:01:08,S0K9M5TM0NCYM0M02,130,1,2,2,650609,Pending
4309,2019-07-05 02:15:08,SNVFRKYZX076DC4CA,132,3,5,1,103615,Reviewed
2061,2019-07-05 17:48:30,D6ERZ18P1FPDTP8BN,57,2,1,2,307853,Pending
190,2019-07-05 19:21:41,1T2PFGBAYZSMPGBJ0,68,3,1,2,51852,Pending
1481,2019-07-06 07:24:41,9921V3E7AUXZAM2N1,164,3,7,1,82661,Pending
2104,2019-07-06 23:27:44,DE20VBLDKWL9RVK5G,121,2,2,2,208022,Pending
4976,2019-07-07 05:03:15,WNYNRTW8DKMV6W4RL,10,3,1,2,56348,Pending
1350,2019-07-07 08:19:46,8FVAU274THG83J1NR,69,1,5,1,150845,Reviewed
5062,2019-07-07 21:22:22,X7XWZ9TMJS312PW68,133,2,4,2,238920,Pending
5225,2019-07-08 14:08:41,XYJJ3JWSZHZ2UZ9LA,114,2,2,2,4671,Reviewed
4310,2019-07-08 21:22:45,SNVFRKYZX076DC4CA,132,3,2,2,107332,Pending
3763,2019-07-10 08:07:57,NKFGB7W81LKY2U9YK,179,1,1,2,83904,Pending
770,2019-07-12 08:01:24,5JKVLR98TL9SFCRL7,36,3,6,3,236153,Pending
1656,2019-07-12 13:25:08,AUSZZW48DHA6V7HC4,150,3,5,1,24290,Reviewed
1567,2019-07-15 23:56:43,A7YFH0MD13VPYNW1Z,112,1,3,3,57050,Reviewed
1632,2019-07-16 08:19:18,AR5JRH7876PB91TRP,99,1,1,2,158336,Pending
1035,2019-07-16 11:31:56,6UJBGZJS8CYY7MDK6,36,3,2,2,69397,Pending
3044,2019-07-16 19:19:10,K884DGY9BM92G4VW3,16,3,3,3,15606,Pending
3992,2019-07-17 12:05:50,R349CYB09UXN7N2ZB,112,1,5,1,111790,Pending
2576,2019-07-17 12:17:37,G2VD58M3S6Y2P82TJ,109,3,2,2,134676,Pending
1631,2019-07-17 13:53:11,AR5JRH7876PB91TRP,99,1,7,1,159663,Pending
4152,2019-07-17 19:32:36,S0K9M5TM0NCYM0M02,130,1,2,2,652753,Pending
3762,2019-07-17 23:22:31,NKFGB7W81LKY2U9YK,179,1,6,3,83373,Reviewed
2602,2019-07-18 11:30:53,G4C8K6E18FRZ2ADLD,56,3,7,1,182487,Pending
5065,2019-07-19 01:13:57,X7XWZ9TMJS312PW68,133,2,2,2,238928,Reviewed
1088,2019-07-19 17:31:03,6YLK8XSV1YDMHY7JB,183,4,2,2,204519,Reviewed
3511,2019-07-20 08:33:48,MF9RML9LN2R0XVH27,184,2,1,2,34576,Pending
4877,2019-07-21 06:20:24,W4BJ4BSSS87HZNJUR,131,2,4,2,78344,Pending
1626,2019-07-21 17:43:49,AR5JRH7876PB91TRP,99,1,2,2,158002,Pending
3880,2019-07-22 01:14:55,PBN49WCZSYPNBNPJD,184,2,4,2,206038,Pending
3303,2019-07-22 05:15:22,LDTFS4MVDKHRV2XZV,183,4,5,1,250682,Reviewed
603,2019-07-22 07:05:38,4M55H0PLNNUYSGN74,64,4,5,1,284271,Pending
3366,2019-07-23 15:33:16,LK8AGU7D20HXZ9GEC,12,4,2,2,117211,Pending
2579,2019-07-25 22:21:43,G2VD58M3S6Y2P82TJ,181,3,2,2,138340,Pending
2301,2019-07-26 02:33:30,EP0624VMNXDRSU83F,207,2,2,2,266520,Pending
4839,2019-07-26 12:15:12,W1LVYBJ9VV3BL8AMK,127,2,1,2,280891,Reviewed
1033,2019-07-28 22:03:48,6UJBGZJS8CYY7MDK6,36,3,3,3,67177,Pending
5122,2019-07-29 03:07:30,XJM3C8SJ0K4C9YBPN,174,3,5,1,245979,Pending
1091,2019-07-29 11:56:33,6YLK8XSV1YDMHY7JB,183,4,3,3,207153,Pending
3759,2019-08-02 20:08:38,NKFGB7W81LKY2U9YK,179,1,2,2,81727,Reviewed
3879,2019-08-02 22:11:07,PBN49WCZSYPNBNPJD,184,2,5,1,202440,Pending
282,2019-08-02 23:49:00,2821M0XNBNPJS7M0A,121,1,1,2,10583,Pending
283,2019-08-03 11:21:57,2821M0XNBNPJS7M0A,121,1,1,2,8105,Pending
3604,2019-08-04 07:19:45,MYLWZ4RLE3FJS92BM,98,4,3,3,116218,Pending
665,2019-08-04 19:17:54,5012L6TPBNRT4SU46,3,4,4,2,13990,Reviewed
3758,2019-08-05 13:10:19,NKFGB7W81LKY2U9YK,179,1,4,2,78929,Pending
1089,2019-08-05 14:45:41,6YLK8XSV1YDMHY7JB,183,4,2,2,207628,Pending
1630,2019-08-06 08:43:05,AR5JRH7876PB91TRP,99,1,2,2,154028,Pending
2578,2019-08-06 19:31:01,G2VD58M3S6Y2P82TJ,181,3,1,2,138786,Pending
1348,2019-08-07 04:26:37,8FVAU274THG83J1NR,69,1,8,2,145877,Pending
4347,2019-08-07 06:28:28,SZX3C2SKBGB7U9UJ1,49,4,5,1,441393,Pending
2191,2019-08-07 12:13:09,E8T3BB9S4Y1W4DY7V,62,3,2,2,29621,Pending
2491,2019-08-07 13:26:10,FKW0U8VEY3BC3EMPS,137,2,2,2,15524,Pending
1218,2019-08-07 22:39:21,7HTJ9YS6R6HK18NJF,23,3,6,3,48100,Reviewed
1909,2019-08-08 13:11:18,CW5PJ0UP7D836KVC9,109,3,5,1,203862,Pending
3524,2019-08-08 18:14:38,MHZSFZ762ZY8NH8SS,133,2,5,1,12962,Pending
5396,2019-08-09 23:18:43,ZDAWDDGS4RBEP944V,71,2,4,2,221155,Pending
3765,2019-08-11 10:03:23,NKFGB7W81LKY2U9YK,179,1,2,2,81480,Pending
4571,2019-08-12 16:56:17,TZZUEAG4ARUM9Y798,86,3,1,2,53262,Pending
284,2019-08-14 18:44:28,2821M0XNBNPJS7M0A,121,1,4,2,9900,Pending
5394,2019-08-15 04:31:36,ZDAWDDGS4RBEP944V,71,2,8,2,222612,Reviewed
902,2019-08-16 18:01:31,6C9145WVVRLVYV3ZE,61,1,3,3,176017,Pending
1659,2019-08-16 20:33:55,AUSZZW48DHA6V7HC4,150,3,1,2,23436,Pending
2493,2019-08-18 08:10:42,FKW0U8VEY3BC3EMPS,137,2,5,1,20951,Reviewed
1407,2019-08-19 05:34:36,8Z7TG15GGJXFD7ZYX,205,3,1,2,192349,Pending
5312,2019-08-20 23:27:02,YRKXRG5K3Z77079WX,161,2,2,2,511207,Pending
2581,2019-08-21 03:11:51,G2VD58M3S6Y2P82TJ,181,3,2,2,138182,Pending
1888,2019-08-21 08:13:50,CJRZUC19ZGNY4WPF9,34,1,3,3,352733,Reviewed
4312,2019-08-21 08:21:48,SNVFRKYZX076DC4CA,132,3,6,3,103511,Pending
82,2019-08-22 20:18:46,0MRWHNDG5TPEDSXB2,143,3,1,2,68886,Pending
2246,2019-08-24 13:57:09,EKHNMK8FXSRK1ZEKN,72,3,4,2,85293,Reviewed
2583,2019-08-25 13:34:59,G2VD58M3S6Y2P82TJ,181,3,2,2,137816,Pending
1627,2019-08-26 09:34:57,AR5JRH7876PB91TRP,99,1,3,3,158405,Pending
4359,2019-08-26 13:52:55,T12D3MTMVYJS4KMUY,98,4,7,1,227461,Reviewed
1696,2019-08-27 22:40:07,B52HHHGYT58ZSEF3H,10,3,1,2,62239,Pending
2537,2019-08-28 09:51:30,FV8HPGYRAXGWN0G13,48,1,1,2,91171,Pending
599,2019-08-28 12:18:22,4M55H0PLNNUYSGN74,64,4,5,1,284501,Pending
3571,2019-08-28 13:45:25,MVMZJ124GWE50UJ2K,10,3,2,2,78819,Pending
4150,2019-08-30 18:21:10,S0K9M5TM0NCYM0M02,130,1,2,2,651518,Pending
1647,2019-08-31 14:47:59,ASMSF2WED33LY3UPP,61,1,1,2,226395,Pending
5447,2019-09-01 16:50:26,ZPUXF7NEDHNV32DHX,63,3,2,2,88826,Pending
4568,2019-09-01 23:23:03,TZZUEAG4ARUM9Y798,56,3,2,2,50540,Pending
2538,2019-09-03 08:11:00,FV8HPGYRAXGWN0G13,48,1,3,3,91072,Reviewed
1884,2019-09-03 10:57:19,CJRZUC19ZGNY4WPF9,34,1,4,2,349381,Pending
4569,2019-09-03 12:58:31,TZZUEAG4ARUM9Y798,56,3,7,1,51429,Reviewed
688,2019-09-04 04:22:19,50R7S2M364WRJ27CW,51,2,2,2,27630,Pending
4649,2019-09-04 12:56:19,UTHT8XMLXXWUMNZEV,189,4,7,1,19376,Reviewed
439,2019-09-06 00:16:08,3F4ZW6WK1WCB2M3P5,58,1,1,2,407500,Pending
3570,2019-09-06 07:13:50,MVMZJ124GWE50UJ2K,10,3,1,2,79856,Pending
1628,2019-09-06 13:48:29,AR5JRH7876PB91TRP,99,1,1,2,156065,Pending
3877,2019-09-06 18:18:29,PBN49WCZSYPNBNPJD,184,2,8,2,205705,Pending
4351,2019-09-09 01:03:09,SZX3C2SKBGB7U9UJ1,49,4,5,1,441626,Pending
1405,2019-09-09 12:49:32,8Z7TG15GGJXFD7ZYX,205,3,4,2,191250,Reviewed
689,2019-09-09 20:45:36,50R7S2M364WRJ27CW,51,2,8,2,26038,Reviewed
2599,2019-09-12 13:24:59,G4C8K6E18FRZ2ADLD,56,3,7,1,180522,Reviewed
1915,2019-09-12 21:53:19,CW5PJ0UP7D836KVC9,109,3,7,1,204117,Pending
3376,2019-09-12 22:13:47,LK8AGU7D20HXZ9GEC,219,4,2,2,119182,Reviewed
1889,2019-09-13 04:49:04,CJRZUC19ZGNY4WPF9,34,1,7,1,349013,Pending
2311,2019-09-14 22:31:26,ER768UZ8R20UCMP2R,114,2,1,2,207167,Pending
3764,2019-09-15 16:20:06,NKFGB7W81LKY2U9YK,179,1,6,3,81655,Reviewed
187,2019-09-15 19:16:03,1T2PFGBAYZSMPGBJ0,68,3,6,3,51710,Reviewed
691,2019-09-17 11:25:56,50R7S2M364WRJ27CW,51,2,3,3,27630,Reviewed
1217,2019-09-17 16:49:53,7HTJ9YS6R6HK18NJF,23,3,1,2,48430,Reviewed
1090,2019-09-18 18:34:27,6YLK8XSV1YDMHY7JB,183,4,2,2,205845,Reviewed
722,2019-09-19 03:34:28,5C5D3G1Z5XRX233VU,59,3,5,1,150889,Pending
690,2019-09-19 09:40:03,50R7S2M364WRJ27CW,51,2,6,3,22847,Reviewed
4311,2019-09-20 05:10:39,SNVFRKYZX076DC4CA,132,3,2,2,106652,Pending
3603,2019-09-20 20:49:16,MYLWZ4RLE3FJS92BM,98,4,2,2,118943,Pending
2597,2019-09-21 17:41:29,G4C8K6E18FRZ2ADLD,56,3,2,2,182535,Pending
4308,2019-09-22 19:29:02,SNVFRKYZX076DC4CA,132,3,5,1,108107,Pending
1645,2019-09-23 21:07:07,ASMSF2WED33LY3UPP,61,1,6,3,224064,Pending
2109,2019-09-23 21:50:36,DE20VBLDKWL9RVK5G,95,2,4,2,210689,Pending
4824,2019-09-23 22:46:42,W0B1PHH5BTK31LWZL,201,2,8,2,196533,Reviewed
5301,2019-09-24 06:32:56,YPHS3R5RDTYDPVACW,119,3,3,3,255882,Reviewed
4828,2019-09-25 11:08:00,W0B1PHH5BTK31LWZL,201,2,1,2,194763,Reviewed
1032,2019-09-26 21:55:49,6UJBGZJS8CYY7MDK6,36,3,2,2,69723,Pending
5297,2019-09-27 01:30:36,YPHS3R5RDTYDPVACW,119,3,6,3,251877,Pending
1912,2019-09-27 11:57:54,CW5PJ0UP7D836KVC9,109,3,1,2,203658,Reviewed
2107,2019-09-28 12:30:32,DE20VBLDKWL9RVK5G,95,2,7,1,211606,Reviewed
3048,2019-09-28 20:11:00,K884DGY9BM92G4VW3,16,3,1,2,16653,Pending
